Country_Code,Name,Capacity_Mw,Latitude,Longitude
CHN,Xishui Erlang power station,1320.0,28.1634,106.3528
CHN,Xishui power station,540.0,28.3567,106.1975
CHN,Xitieshan,10.0,37.31,95.485
CHN,Xitieshan II,30.0,37.28,95.513
CHN,Xitieshan Phase III,60.0,37.31,95.451
CHN,Xitumen A,10.0,34.326,113.405
CHN,Xiushan,19.0,30.148,122.153
CHN,Xiwu Banner Bayanwula Wind,49.0,44.4145,118.0212
CHN,Xiwuqi Gaolihan Wind,49.0,45.065,118.445
CHN,Xixia Ningxia power station,1100.0,38.4439,106.1258
CHN,Xixiang County Qujiangdong,10.0,32.6139,107.4692
CHN,Xiying River Shuangyaowan I,5.0,37.909,102.205
CHN,Xuanen County Guanyinping,26.0,29.9867,109.7981
CHN,Xuanen County Shuangxi,25.0,29.7383,109.5792
CHN,Xuanhua A,25.0,40.422,114.79
CHN,Xuanhua B,5.0,40.455,114.811
CHN,Xuanhua C,10.0,40.49,114.785
CHN,Xuanhua power station,600.0,40.5799,115.0733
CHN,Xuanwei power station,1800.0,26.1872,104.1106
CHN,Xuchang Yulong power station,2020.0,34.1748,113.3581
CHN,Xueshangou Hydro,11.0,43.8194,83.2867
CHN,Xundian Gaobenshan,49.0,25.776,103.1892
CHN,Xundian Jinfeng,12.0,25.8764,103.1097
CHN,Xunjiansi power station,735.0,23.9584,103.1891
CHN,Xuzhou - GCL Coal,60.0,34.3045,117.3083
CHN,Xuzhou Chacheng power station,270.0,34.403,117.1348
CHN,Xuzhou Huamei power station,700.0,34.3412,117.1048
CHN,Xuzhou Pengcheng power station,3340.0,34.3781,117.1763
CHN,Xuzhou Xiexin,20.0,34.41,117.33
CHN,Xuzhou Xiexin Solar Power Plant,20.0,34.408,117.329
CHN,Yabulaizhen A,10.0,39.443,102.818
CHN,Yamzho Yumco,510.0,29.1,90.377
CHN,Yanbian,30.0,26.47,101.93
CHN,Yanbian County Yanshuihe,7.0,27.1567,101.4983
CHN,Yanchi,1000.0,37.982,106.999
CHN,Yanchi Dashuikeng Yinyi Phase 1,49.0,37.4741,107.2086
CHN,Yanchi Dashuikeng Yinyi Phase 2,49.0,37.4194,107.1964
CHN,Yandu A,6.0,33.29,119.748
CHN,Yangang Muli County,120.0,28.165,101.296
CHN,Yangbajain Geothermal,25.1,30.0973,90.5078
CHN,Yangbajing,30.0,30.105,90.501
CHN,Yangcheng power station,3300.0,35.467,112.5739
CHN,Yangdun Small,10.0,27.1944,118.1844
CHN,Yanggao A,30.0,39.995,113.889
CHN,Yanggao B,25.0,39.999,113.925
CHN,Yangjia,82.0,28.365,117.61
CHN,Yangjia I,50.0,28.365,117.61
CHN,Yangjia II,50.0,28.365,117.61
CHN,Yangjiadun A,5.0,32.943,119.522
CHN,Yangjiang,4000.0,21.71,112.26
CHN,Yangjiawan Hydro,9.0,28.2956,106.1138
CHN,Yangjiayao,45.0,37.82,106.63
CHN,Yangkou,62.0,32.64,120.91
CHN,Yangmei-3 power station,130.0,37.861,113.4423
CHN,Yangpu Gas,444.0,19.72,109.18
CHN,Yangqiao,50.0,27.965,114.6
CHN,Yangqu,1200.0,35.7,100.27
CHN,Yangquan Coal Mine Methane,90.0,38.31,112.54
CHN,Yangquan Nanmei Coalmine Methane,12.0,37.8342,113.5625
CHN,Yangquan Yinying Coal Mine Methane,5.0,37.8,113.5
CHN,Yangquan-2 power station,1280.0,37.7745,113.6262
CHN,Yangshan Coal,185.0,24.612,112.5412
CHN,Yangshugoucun A,20.0,37.957,113.611
CHN,Yanguoxia,440.0,36.06,103.27
CHN,Yangxi A,50.0,21.577,111.523
CHN,Yangxi Zhujiang power station,2520.0,21.5426,111.6703
CHN,Yangyuan A,40.0,40.166,114.314
CHN,Yangyuan B,35.0,40.091,114.341
CHN,Yangyuan C,10.0,40.195,114.426
CHN,Yangyuan D,40.0,40.225,114.491
CHN,Yangyuan E,120.0,40.339,114.713
CHN,Yangyuan F,20.0,40.043,114.234
CHN,Yangyuan G,15.0,40.044,114.211
CHN,Yangzhou City Waste Incineration,18.0,34.4622,119.305
CHN,Yangzhou Mill power station,122.0,32.2648,119.4114
CHN,Yangzhou-1 power station,660.0,32.4299,119.4742
CHN,Yangzhou-2 power station,2460.0,32.2684,119.4193
CHN,Yangzonghai power station,1000.0,24.9622,103.0277
CHN,Yanling Shendu,6.0,26.25,113.47
CHN,Yanqi 1,20.6,42.086,86.11
CHN,Yanqi A,20.0,42.094,86.188
CHN,Yanqi B,30.0,42.104,86.138
CHN,Yanqi C,20.0,42.127,86.063
CHN,Yanshan 1,20.0,23.829,103.679
CHN,Yanshan 2,30.0,23.844,103.772
CHN,Yanshi A,15.0,34.529,112.75
CHN,Yantai Dongyuan Laizhou Phase 1,48.0,37.1111,119.6292
CHN,Yantai Dongyuan Phase 1,25.0,37.41,121.05
CHN,Yantan,1210.0,24.05,107.51
CHN,Yanwa,24.0,27.4933,99.0258
CHN,Yanwochi A,20.0,39.112,106.627
CHN,Yanyuan County Taerdi,24.0,27.4933,101.9417
CHN,Yanzhou Mine Jisan power station,270.0,35.2683,116.6598
CHN,Yaohai A,50.0,31.93,117.335
CHN,Yaoliwang,23.8,34.472,116.72
CHN,Yaomeng power station,2160.0,33.7375,113.2419
CHN,Yaozhou A,75.0,34.947,108.974
CHN,Yaxi power station,1200.0,27.5785,106.6552
CHN,Yayangshan Dam,120.0,23.1008,101.3947
CHN,Yele Asphalt,240.0,28.92,102.22
CHN,Yellow River Plant Luoning County,9.0,34.285,111.366
CHN,Yemazhai power station,600.0,26.6786,104.8047
CHN,Yesanhe Jianshi County,50.0,30.5811,110.1169
CHN,Yibu River Stage 4 Smallscale,6.0,27.2433,102.8292
CHN,Yichang East power station,600.0,30.3269,111.4904
CHN,Yichang Huangjiawan Landfill,1.0,30.7567,111.3222
CHN,Yichang Xiaoting power station,700.0,30.4969,111.4421
CHN,Yichuan A,30.0,34.383,112.646
CHN,Yichuan Longquan Kim Hyung power station,1320.0,34.4146,112.5011
CHN,Yichuan-3 power station,900.0,34.4156,112.5561
CHN,Yichun Daqingshan Wind,16.0,47.4308,128.5423
CHN,Yichun Erduoyan Wind,28.0,46.56,128.51
CHN,Yichun Shimaodingzi Wind,30.0,46.49,129.07
CHN,Yichun Xiaochengshan Wind,49.0,46.8167,128.5833
CHN,Yichun Xinqing Laobaishan Windpark First Stage Wind,30.0,48.1226,129.7609
CHN,Yihua Wucaiwan power station,660.0,44.8931,89.2476
CHN,Yilan Jiaxinshan Wind,49.0,46.0,129.4
CHN,Yili Kukesu River Kushitayi,100.0,43.1125,81.8936
CHN,Yiliang Baishuijiang Liuxi,13.0,27.8097,104.5167
CHN,Yiliang County Xionggou Small,5.0,27.4367,104.0222
CHN,Yima Gezha power station,310.0,34.7217,111.88
CHN,Yinchuan power station,60.0,38.4677,106.2289
CHN,Yingdong A,20.0,32.964,115.927
CHN,Yingfangcun A,15.0,36.181,114.229
CHN,Yingjiachong A,40.0,31.707,113.9
CHN,Yingjiang County Gulikahe,12.0,24.4572,97.6808
CHN,Yingjiang County Mangmianhe,3.0,24.4561,98.7033
CHN,Yingjiang County Nanlang River 2nd Level,5.0,24.7878,97.9606
CHN,Yingjisha Kong,20.0,38.729,76.285
CHN,Yingshang A,30.0,32.596,116.056
CHN,Yingzidu Dam,360.0,26.5829,106.1379
CHN,Yining Coal,700.0,43.9492,81.4757
CHN,Yinpan,600.0,29.24,107.89
CHN,Yinxing Zhongning Dazhanchang Phase 1,49.0,37.3117,105.5894
CHN,Yinxing Zhongning Dazhanchang Phase 2,49.0,37.3133,105.5472
CHN,Yinxing power station,1320.0,37.7274,106.7409
CHN,Yixian A,20.0,41.681,121.331
CHN,Yixian B,60.0,41.453,121.239
CHN,Yixing,1000.0,31.32,119.77
CHN,Yixing - Guoxing Gas,800.0,31.3976,119.8273
CHN,Yixing - Union 1-4 Coal,150.0,31.3929,119.8291
CHN,Yixing Cogen power station,120.0,31.3701,119.7727
CHN,Yixing Xielian power station,270.0,31.3962,119.8283
CHN,Yiyang power station,1920.0,28.5971,112.2683
CHN,Yizhuang,150.0,39.78,116.5
CHN,Yong Deng,49.5,36.732,103.597
CHN,Yong'an A,5.0,44.4497,126.9639
CHN,Yongan power station,600.0,26.0036,117.3798
CHN,Yongcheng A,50.0,34.072,116.529
CHN,Yongcheng Coal,600.0,33.9284,116.5501
CHN,Yongcheng Xuehu Coal Mine Methane,1.0,34.1236,116.4497
CHN,Yongchuan Songgai power station,270.0,29.0555,105.8844
CHN,Yongfengtanxiang A,50.0,37.754,103.13
CHN,Yongfengtanxiang B,110.0,37.765,103.132
CHN,Yongfengtanxiang C,100.0,37.768,103.111
CHN,Yonghao Waste Coal power station,100.0,39.6103,112.7999
CHN,Yongkang Waste Incineration,15.0,28.7586,119.8944
CHN,Yongqiao A,30.0,33.967,117.385
CHN,Yongqiao B,15.0,33.688,117.061
CHN,Yongqiao C,15.0,33.687,117.068
CHN,Yongqiao floating,70.0,33.538,117.17
CHN,Yongren Ganbala,50.0,26.18,101.67
CHN,Yongren Xiutian,41.0,26.094,101.744
CHN,Yongren Xiutian I,20.0,26.094,101.744
CHN,Yongren Xiutian II,30.0,26.09,101.735
CHN,Yongsheng,19.8,26.25,100.59
CHN,Yongxing Coal,120.0,26.1796,113.0401
CHN,Youshuishiti Hydro,120.0,28.4536,109.1017
CHN,Youyang Longjiaba Small,12.0,29.1739,108.8917
CHN,Youyang Xiaoxianjing Small,3.0,29.3078,108.985
CHN,Youyang Xishakou Small,3.0,29.1494,108.8606
CHN,Youyu,10.0,40.266,112.4
CHN,Youyu power station,660.0,39.8663,112.5117
CHN,Yu'an A,30.0,31.812,116.236
CHN,Yuanliangshan,49.0,37.4328,109.0423
CHN,Yuanyang County Yangxi River 3rd Cascade,10.0,23.1356,102.9503
CHN,Yuanzhou A,30.0,36.144,106.197
CHN,Yuci power station,660.0,37.6268,112.7478
CHN,Yudean Dabu power station,1200.0,24.4057,116.5878
CHN,Yuehua Huangpu power station,600.0,23.0792,113.4951
CHN,Yuelian Coal,520.0,22.9657,112.1079
CHN,Yueqing A,10.0,28.165,121.091
CHN,Yueqing Chint,100.0,28.124,121.027
CHN,Yueshan,47.4,23.45,117.07
CHN,Yuexi Dayan Small,14.0,28.8283,102.4898
CHN,Yueyang Paper Mill power station,100.0,29.4523,113.1653
CHN,Yugan,50.0,28.84,116.42
CHN,Yugong River,24.0,28.1223,98.9111
CHN,Yuhuan A,100.0,28.163,121.32
CHN,Yuhuan B,60.0,28.15,121.317
CHN,Yuhuan Waste Incineration,15.0,28.1553,121.1903
CHN,Yuli A,20.0,41.319,86.457
CHN,Yuli B,20.0,41.313,86.451
CHN,Yuli C,20.0,41.319,86.444
CHN,Yuli D,20.0,41.331,86.441
CHN,Yuli E,25.0,40.81,87.19
CHN,Yuli F,25.0,40.817,87.175
CHN,Yuliang On You River Guangxi Zhuang,60.0,23.3433,107.1101
CHN,Yuliangwan Small Hydroelectric,8.0,27.1,109.16
CHN,Yulin Beijiao power station,700.0,38.2993,109.8108
CHN,Yulin Energy Chemical Industry captive power station,100.0,37.6529,108.9343
CHN,Yulin Huitong Cogen power station,100.0,38.2157,109.7284
CHN,Yulin Methanol power station,300.0,38.5799,109.9338
CHN,Yulin Shanghe power station,280.0,38.4284,109.7414
CHN,Yulin Yangguang power station,60.0,38.4008,109.8646
CHN,Yulin Yuheng power station,1200.0,38.1347,109.537
CHN,Yumen A,10.0,39.802,97.861
CHN,Yumen B,20.0,39.82,97.867
CHN,Yumen C,20.0,39.82,97.857
CHN,Yumen D,20.0,39.821,97.795
CHN,Yumen E,10.0,39.832,97.844
CHN,Yumen Sinogy,50.0,40.16,97.06
CHN,Yunan Fumin Baihuashan Wind,48.0,25.307,102.3492
CHN,Yuncheng power station,1200.0,34.6433,110.288
CHN,Yunfeng,400.0,41.38,126.51
CHN,Yunfu power station,1120.0,22.9838,112.1005
CHN,Yungxiuwan,135.0,31.12,103.49
CHN,Yunhe power station,1240.0,35.4867,116.4769
CHN,Yuning Cogen Power Station,100.0,36.7319,114.1683
CHN,Yunlong,8.0,26.0753,99.0786
CHN,Yunnan Amojiang Sanjiangkou,99.0,23.0711,101.4442
CHN,Yunnan Baoshan Dengke,120.0,24.6594,98.5221
CHN,Yunnan Baoshan Songshanhekou,168.0,25.2072,98.1889
CHN,Yunnan Baoshan Tenglongqiao Stage 2 Plant,81.0,24.775,98.6861
CHN,Yunnan Binchuan County Qinshui River Xintian,8.0,26.035,100.9392
CHN,Yunnan Chahe 3rd Level,8.0,25.7244,98.8767
CHN,Yunnan Dali Dafengba Wind,48.0,25.5169,100.2546
CHN,Yunnan Dali Tiechuanqiao Hydro,42.0,26.0248,100.9595
CHN,Yunnan Dali Wanhuaxi Small Plant,4.0,25.8528,100.0861
CHN,Yunnan Dandahe Hydroelectricity,100.0,28.9761,99.0125
CHN,Yunnan Daping,21.0,26.8269,100.5892
CHN,Yunnan Dayingjiang 2nd Tier,70.0,24.4704,97.7168
CHN,Yunnan Dehong Yingjiang Nabang,180.0,24.7133,97.5828
CHN,Yunnan Deze,24.0,25.953,103.6003
CHN,Yunnan Diqing Luoma Hydroelectric,60.0,27.9014,98.9508
CHN,Yunnan Diqing State Deqin County Shibahe First Level,16.0,27.774,99.2624
CHN,Yunnan Diqing State Deqin County Xiangduohe First Level,14.0,27.7089,99.2847
CHN,Yunnan Eryuan Fengle Wind,48.0,26.0619,99.8289
CHN,Yunnan Eryuan Misha River Longdi,10.0,26.1206,99.4336
CHN,Yunnan Eryuan Qilongshan Wind,48.0,25.8833,99.8
CHN,Yunnan Fengchunling 3rd Level Small,12.0,23.0753,103.1742
CHN,Yunnan Funing County Langheng First Cascade Hydro,18.0,23.465,105.5
CHN,Yunnan Gaohe River 3rd Level,14.0,25.09,97.75
CHN,Yunnan Gaohe River 4th Level,20.0,25.0808,97.7181
CHN,Yunnan Gengma Tiechang River,12.0,23.7722,99.4247
CHN,Yunnan Gongguoqiao,900.0,25.5803,99.3405
CHN,Yunnan Heier,25.0,24.26,104.01
CHN,Yunnan Honghe County Yongxing Ii Hydro,5.0,23.3333,102.4333
CHN,Yunnan Huize Niulanjiang River Xiaoyantou,130.0,27.0133,103.629
CHN,Yunnan Jianchuan County Xuebangshan Wind,49.0,26.3436,99.5832
CHN,Yunnan Jiduhe Cascade Iv,12.0,26.4594,99.3572
CHN,Yunnan Kegonghe,10.0,27.32,99.17
CHN,Yunnan Kunming Dongchuan Xiaoqing River 7th Level,24.0,26.0606,103.0239
CHN,Yunnan Kunming Shilin,66.0,24.84,103.41
CHN,Yunnan Langgeluohe,12.0,27.8958,98.6925
CHN,Yunnan Langmushan Phase 1 Wind,49.0,25.4499,103.8893
CHN,Yunnan Leiyingshan Wind,49.0,25.7399,101.9767
CHN,Yunnan Lincang Nanpeng River Dayakou,102.0,23.6484,98.9388
CHN,Yunnan Lincang Qianxin Small,12.0,23.3491,100.0466
CHN,Yunnan Lishe River Dawan,49.0,24.5269,101.3236
CHN,Yunnan Lixianjiang Shimenkan,130.0,23.0353,101.5122
CHN,Yunnan Lujichang,96.0,26.1,102.44
CHN,Yunnan Luliang Damogu Wind,49.0,24.89,103.64
CHN,Yunnan Luliang Yangmeishan Daluwan Wind,49.0,25.0858,103.8442
CHN,Yunnan Luliang Yangmeishan Zijia Wind,49.0,25.0772,103.8089
CHN,Yunnan Luopingshan Phase 1 Wind,48.0,25.9833,99.8333
CHN,Yunnan Luosongchang Classi Small,6.0,26.555,99.0769
CHN,Yunnan Luquan Hayi River 4th And 5th Levels,30.0,26.157,102.778
CHN,Yunnan Luxi Donghua Wind,31.0,24.475,103.808
CHN,Yunnan Luxi Dongshan Wind,40.0,24.542,103.867
CHN,Yunnan Luxi Liziqing Wind,49.0,24.525,103.842
CHN,Yunnan Maer Hydro,24.0,26.2106,113.5319
CHN,Yunnan Maguan Huabazi,30.0,23.0139,103.9522
CHN,Yunnan Maguan Mihu River 3rd Level,16.0,22.8647,104.2614
CHN,Yunnan Maguan Tongguo,16.0,23.0139,103.9522
CHN,Yunnan Maguan Xiaobaihe,25.0,22.7569,104.3819
CHN,Yunnan Mangli,36.0,24.3083,98.3145
CHN,Yunnan Mangtie River Second Stage,12.0,23.1308,103.0619
CHN,Yunnan Miaolin,65.0,27.7033,104.0119
CHN,Yunnan Niulangou,24.0,28.032,104.4901
CHN,Yunnan Pazhanghe Phase 1 And Pazhanghe Phase 2 Bundled,11.0,24.3544,98.8111
CHN,Yunnan Pingbian Baifu,5.0,23.2353,103.9103
CHN,Yunnan Puer Mengyejiang Hydro,68.0,24.3297,99.945
CHN,Yunnan Puxiqiao,190.0,23.15,101.61
CHN,Yunnan Qianchang,114.0,25.57,102.43
CHN,Yunnan Sayutuo Hydro,60.0,28.0744,104.2383
CHN,Yunnan Shidi River 1st Level,30.0,26.9594,98.8425
CHN,Yunnan Shuijing,19.0,26.9119,100.6536
CHN,Yunnan Sigangli Hydro,18.0,23.3597,99.3508
CHN,Yunnan Tengchong Longchuan River Stage 1 Plant,24.0,25.1922,98.6497
CHN,Yunnan Tengchong Xiaotianhe Small,10.0,24.9985,98.3599
CHN,Yunnan Tianhuaban,180.0,27.0258,103.2878
CHN,Yunnan Wanjiakouzi Hydro,180.0,26.2667,104.5476
CHN,Yunnan Wanmahe River First Cascade,8.0,24.1936,98.6612
CHN,Yunnan Wanmahe Third Cascade,14.0,24.1272,98.7086
CHN,Yunnan Wenshan Yanlashan,15.0,23.06,104.42
CHN,Yunnan Whitewaters Development,78.0,27.2018,103.43
CHN,Yunnan Xinya River 3rd Level,10.0,23.2803,99.1403
CHN,Yunnan Yanjin Hengjiang Wannianqiao,64.0,28.23,104.178
CHN,Yunnan Yingjiang Binglang River Mengnai,24.0,25.1061,98.1803
CHN,Yunnan Yingjiang Mengyong River 1st Level,5.0,24.7994,97.8886
CHN,Yunnan Yingjiang Nandihe Hydro,20.0,25.1152,101.5141
CHN,Yunnan Yingjiang Xiangbai River Lushan,12.0,25.1964,98.0406
CHN,Yunnan Yingjiang Zhina River 1st Level,14.0,25.2817,98.0606
CHN,Yunnan Yingjiang Zhina River 2nd Level Phase 1 And Phase 2,36.0,25.2803,98.0897
CHN,Yunnan Yingjiang Zuanshui River,14.0,24.6989,97.8033
CHN,Yunnan Yongchanghe,9.0,25.8603,102.2294
CHN,Yunnan Yongde County Dedanghe 3rd Cascade,17.0,23.9833,99.2403
CHN,Yunnan Yongde Damengtong,50.0,24.2222,99.4156
CHN,Yunnan Youfanggou,68.0,27.49,103.5
CHN,Yunnan Yun County Nan River,40.0,24.3297,100.0433
CHN,Yunnan Yunpeng,210.0,24.2016,102.2025
CHN,Yunnan Zhenyuan County Yuhe,6.0,23.7947,100.8211
CHN,Yunxi Cascade Chunan,5.0,29.7903,119.3593
CHN,Yutan Hydroelectric,16.0,29.1,108.445
CHN,Yuxi,50.0,24.345,102.85
CHN,Yuxian A,55.0,39.892,114.4
CHN,Yuxian Baiyantuo Wind,49.0,39.6755,114.5516
CHN,Yuxian Dongdianziliang Wind (Stage 1),49.0,39.7325,114.7627
CHN,Yuxian Dongxinghe Wind,49.0,39.7342,114.9111
CHN,Yuxian HE,50.0,40.033,114.552
CHN,Yuxian Lihuajian Wind,49.0,39.6647,114.9147
CHN,Yuxian SX,100.0,38.09,113.533
CHN,Yuyang A,200.0,38.762,109.679
CHN,Yuyang B,100.0,38.775,109.691
CHN,Yuyang C,50.0,38.815,109.582
CHN,Yuyang D,300.0,38.81,109.692
CHN,Yuyao Gas,780.0,30.07,121.1
CHN,Yuzaikou Small Hydro,15.0,25.53,113.65
CHN,Yuzhou A,35.0,34.335,113.359
CHN,Yuzhou B,75.0,34.284,113.235
CHN,Yuzhou C,15.0,34.181,113.171
CHN,Yuzhou D,20.0,34.111,113.389
CHN,Yuzhou E,20.0,34.112,113.352
CHN,Zagunao River Shiziping,195.0,31.4667,103.1514
CHN,Zangmu,540.0,29.18,92.517
CHN,Zaozhuang Bayi power station,700.0,34.8284,117.2711
CHN,Zaozhuang Nanjiao Cogen Power Station,100.0,34.8296,117.513
CHN,Zhabei Gas,454.0,31.34,121.52
CHN,Zhalute Qi Wulijimuren Phase 1,49.0,44.1022,120.7742
CHN,Zhanda River,7.0,24.7806,97.9281
CHN,Zhandanzhao Sumu,20.0,40.301,109.718
CHN,Zhangbei Caoniangou Wind,49.0,41.0323,114.7153
CHN,Zhangbei Dahulun Phase 1,49.0,41.24,115.2483
CHN,Zhangbei Manjing Wind,45.0,42.82,124.08
CHN,Zhangbei Mijiagou,49.0,40.49,114.5327
CHN,Zhangdian power station,190.0,36.7938,118.0939
CHN,Zhanghewan,1000.0,37.77,114.06
CHN,Zhangjia Zhuyuan A,15.0,32.247,111.715
CHN,Zhangjiagang - Huaxing Gas,760.0,31.89,120.6
CHN,Zhangjiagang Changyuan Cogen power station,70.0,31.9679,120.4527
CHN,Zhangjiagang Shagang power station,200.0,31.9789,120.6334
CHN,Zhangjiagang Shazhou power station,3260.0,31.989,120.6884
CHN,Zhangjiajie Sangzi power station,120.0,29.3815,110.1314
CHN,Zhangjiakou CFC,170.0,41.397,114.638
CHN,Zhangjiakou Chabei,100.0,41.4569,114.8158
CHN,Zhangjiakou GCL,64.9,40.128,114.389
CHN,Zhangjiakou GCL2,36.2,40.128,114.389
CHN,Zhangjiakou GCL3,42.9,40.128,114.389
CHN,Zhangjiakou ZTP power station,600.0,40.7471,114.8122
CHN,Zhangjiakou power station,2560.0,40.6597,114.9439
CHN,Zhangping power station,600.0,25.2836,117.3989
CHN,Zhangqiu power station,890.0,36.7284,117.4036
CHN,Zhangshan power station,1800.0,36.3261,113.0814
CHN,Zhangye 2,30.0,38.706,100.398
CHN,Zhangye SA,30.0,38.699,100.386
CHN,Zhangze Changzhi power station,840.0,36.3228,113.0807
CHN,Zhangze Linfen power station,600.0,36.0867,111.3994
CHN,Zhanhua Waste Coal power station,240.0,38.0114,117.9783
CHN,Zhanjiang Aoliyou power station,1200.0,21.3156,110.4091
CHN,Zhanjiang Coal,1200.0,21.3102,110.4095
CHN,Zhaofeng Aluminum captive power station,405.0,37.7674,113.5808
CHN,Zhaoyang A,25.0,34.712,117.121
CHN,Zhaoyuan Xinlong Shunde,49.0,45.7242,124.4822
CHN,Zhaqi I,20.0,44.54,121.06
CHN,Zhaqi II,50.0,44.415,120.98
CHN,Zhejiang Cangnan Huangdiping Wind,16.0,27.375,120.636
CHN,Zhejiang Cangnan Xiaguan Wind,14.0,27.1619,120.5194
CHN,Zhejiang Dachen Island Wind Power Phase 1,25.0,28.3,121.53
CHN,Zhejiang Dongtou Wind,13.0,27.8314,121.1094
CHN,Zhejiang Huadian Zhoushan Dinghai Changbai,12.0,30.1873,122.0345
CHN,Zhejiang Jian Paper Container power station,84.0,30.6055,121.0064
CHN,Zhejiang Taizhou-1 power station,1260.0,28.6978,121.453
CHN,Zhejiang Taizhou-2 power station,2000.0,29.0132,121.6955
CHN,Zhejiang Tangcun,32.0,29.7959,118.8453
CHN,Zhejiang Tiantaishan,10.0,29.1663,121.1425
CHN,Zhejiang Tonglu Bipu,14.0,29.9219,119.5142
CHN,Zhejiang Wencheng Baiwanshan Smallscale,8.0,27.6853,120.0678
CHN,Zhejiang Zhapu EDP power station,37.0,30.6035,121.0466
CHN,Zhejiang Zhenhai power station,860.0,29.9445,121.6881
CHN,Zhejiang Zhoushan Jintang Phase 1 Wind,25.0,29.9917,121.8831
CHN,Zhelin,180.0,29.21,115.5
CHN,Zheneng Changxing power station,1200.0,30.9919,119.9293
CHN,Zheneng Liuheng power station,2000.0,29.7592,122.1262
CHN,Zheneng Wenzhou power station,2520.0,27.9963,120.8356
CHN,Zheneng Yueqing power station,2520.0,28.1704,121.0889
CHN,Zhengdou,24.0,29.1333,99.5
CHN,Zhenghai,700.0,29.94,121.69
CHN,Zhenglanqi,100.0,42.268,115.856
CHN,Zhenglanqi A,50.0,42.352,115.858
CHN,Zhengtouba II,246.0,29.25,103.07
CHN,Zhengxiangbaiqi A,20.0,42.372,115.18
CHN,Zhengxiangbaiqi Zheligentu I,49.0,42.4436,115.3375
CHN,Zhengzhou 2 Gas,780.0,34.8,113.53
CHN,Zhengzhou Taixiang Cogen power station,270.0,34.7927,113.5017
CHN,Zhengzhou Zhengdong power station,400.0,34.7523,113.8529
CHN,Zhenhai Oil power station,300.0,29.9768,121.688
CHN,Zhenjiang Waste Incineration,24.0,32.158,119.607
CHN,Zhenkang Fengweihe,40.0,23.8467,98.9833
CHN,Zhenkang Quanqiaohe,16.0,23.846,98.983
CHN,Zhenlai Heiyupao First Phase,49.0,45.8403,123.4425
CHN,Zhenping A,4.5,33.173,112.137
CHN,Zhenxiong County Pingzi,15.0,27.7073,104.6726
CHN,Zhenxiong County Tongping,20.0,27.45,104.4
CHN,Zhexi,948.0,28.33,111.13
CHN,Zhiganglaka,190.0,36.11,101.87
CHN,Zhikong,100.0,29.97,91.877
CHN,Zhongdiantou Dalian Tuoshan,49.0,39.8747,121.6419
CHN,Zhongdiantou Hami,20.0,43.01,93.629
CHN,Zhongdiantou Hetian,20.0,37.03,79.789
CHN,Zhongdiantou Hetianerqi,20.0,43.12,89.374
CHN,Zhongdiantou Tacheng Mayitasi Phase 1 Wind,49.0,46.2295,84.2305
CHN,Zhongdiantou Tulufan,20.0,43.13,89.381
CHN,Zhongfang County Pailou Hydro,18.0,27.3336,109.9128
CHN,Zhongguanyi,110.0,31.104,114.918
CHN,Zhonghuan 1,20.0,40.69,111.784
CHN,Zhonghuan 2,50.0,40.598,111.106
CHN,Zhonghuan 3,100.0,40.714,111.37
CHN,Zhongning A,30.0,37.636,105.787
CHN,Zhongning B,60.0,37.638,105.753
CHN,Zhongning C,30.0,37.606,105.747
CHN,Zhongning CPI,16.4,37.635,105.768
CHN,Zhongning CPI I,10.0,37.635,105.768
CHN,Zhongning CPI II,10.0,37.638,105.768
CHN,Zhongning D,15.0,37.549,105.509
CHN,Zhongning E,30.0,37.626,105.79
CHN,Zhongning G,25.0,37.616,105.783
CHN,Zhongshan Jiaming Plant,1350.0,22.57,113.57
CHN,Zhongtai Toksun power station,600.0,42.7372,88.645
CHN,Zhongtian Hechuang Ordos power station,300.0,39.0858,109.4739
CHN,Zhongwei 30 Clenergy,30.0,37.585,105.045
CHN,Zhongwei 30 ZHW,30.0,37.573,105.032
CHN,Zhongwei Xiangshan Phase 3,49.0,37.1701,105.322
CHN,Zhongxin,20.0,26.63,101.29
CHN,Zhongyu Fangzheng County Gaoleng Wind,49.0,45.7176,129.3337
CHN,Zhongzhou,16.0,27.923,110.2214
CHN,Zhoubai Hydroelectric,24.0,29.3,108.49
CHN,Zhoushan Waste Incineration,15.0,29.9556,122.085
CHN,Zhoutian,10.0,24.947,113.781
CHN,Zhuanjingzhen A,75.0,37.54,107.772
CHN,Zhuanjingzhen B,50.0,37.54,107.801
CHN,Zhuanjingzhen C,50.0,37.546,107.786
CHN,Zhuanjingzhen D,175.0,37.558,107.808
CHN,Zhuanjingzhen E,30.0,37.563,107.749
CHN,Zhuanjingzhen F,50.0,37.547,107.755
CHN,Zhuanjingzhen G,15.0,37.536,107.751
CHN,Zhuhai GZP power station,1400.0,21.967,113.1812
CHN,Zhuhai Gaolan Island,49.0,21.9186,113.2533
CHN,Zhumadian Zhongyuan,754.4,32.96,114.06
CHN,Zhumadian-3 power station,660.0,33.0419,114.0536
CHN,Zhunda power station,600.0,39.7844,111.1595
CHN,Zhungeer power station,1320.0,39.8535,111.2563
CHN,Zhuozi Bayin,10.0,41.62,112.1
CHN,Zhuozi Bayinxile,48.0,41.1025,112.6864
CHN,Zhurihe,33.4,42.47,112.79
CHN,Zhurihe Phase 1,49.0,42.5333,112.7667
