Country_Code,Name,Capacity_Mw,Latitude,Longitude
RUS,Aushegerskaya HPP of the Cascade of Nizhne-Cherekskiye HPPs,60.0,43.3525,43.7175
RUS,Avtovskaya CHP Plant-15,321.0,59.8701,30.2869
RUS,BVS,15.0,53.935,110.14
RUS,Baksanskaya HPP,27.0,43.6551,43.3969
RUS,Balakovo NPP,4000.0,52.0928,47.9539
RUS,Balakovo TPP-4,370.0,51.9756,47.7833
RUS,Balei,15.0,51.54,116.655
RUS,Barabinskaya TPP,114.0,55.4478,78.3656
RUS,Barnaulskaya CHP Plant-3,430.0,53.3357,83.6101
RUS,Bashkir SES-5,10.0,54.355,56.785
RUS,Bashkir SES-6,5.0,54.255,56.785
RUS,Baymak,10.0,52.605,58.055
RUS,Belgorod TPP (thermal power plant),60.0,50.6,36.6186
RUS,Belomorskaya HPP,27.0,64.5126,34.6901
RUS,Belorechenskaya HPP,48.0,44.8922,39.6479
RUS,Beloyarsk,1480.0,56.8417,61.3225
RUS,Berezniki CHPP-10,27.0,53.5097,45.3184
RUS,Berezniki CHPP-2,127.2,59.4069,56.7358
RUS,Bereznikovskaya CHP Plant-10,27.0,59.3872,56.7753
RUS,Berezovskaya GRES,2400.0,55.5794,89.0725
RUS,Bezymyanskaya CHP,169.7,53.1992,50.2944
RUS,Bichur SES,10.0,50.6268,107.6166
RUS,Bilibino,48.0,68.0503,166.5389
RUS,Biysk CHPP-1,535.0,52.4918,85.0848
RUS,Bogoslovskaya TPP,141.0,59.7814,60.1756
RUS,Boguchanskaya HPP,2997.0,58.6944,99.1489
RUS,Borisoglebskaya HPP,56.0,69.6433,30.1375
RUS,Borodinovskaya,15.0,53.48,60.765
RUS,Bratsk HPP,4500.0,56.2861,101.7842
RUS,Bryansk state district power station,38.0,53.2164,34.6592
RUS,Budennovskaya TPP,149.9,44.8291,44.1064
RUS,Bugulchanskaya SES,5.0,52.8252,55.918
RUS,Bugulchanskaya SES-2,10.0,52.8314,55.9276
RUS,Buribaevskaya SES,10.0,51.9507,58.1879
RUS,Buribay 3,25.0,54.355,56.785
RUS,Byreyskaya HPP,2010.0,50.27,130.3136
RUS,"CHP ""VIZ-Stal""",98.0,56.8498,60.549
RUS,CHP Plant of MMK,330.0,53.3954,59.0199
RUS,CHP Plant of OAO EVRAZ NTMK,149.9,57.9196,60.0076
RUS,CHP Plant of the Yurga Machine-Building Plant,91.0,55.7386,84.9099
RUS,CHP Volga Car,1172.0,53.575,49.2453
RUS,CHP of the Achinsk Alumina Combine (TPP AGK),320.0,56.2332,90.4042
RUS,CHP-1 of Kotlas PPM,320.0,61.3032,47.1207
RUS,CHP-1 of the Solombala PPM,36.0,64.5931,40.5623
RUS,CHP-11 (MJ Ufaev),330.0,55.7528,37.7303
RUS,CHP-16,780.0,55.7833,37.5022
RUS,CHP-17,192.0,54.9028,38.055
RUS,CHP-20,1150.0,55.7001,37.586
RUS,CHP-21,1800.0,55.8947,37.5107
RUS,CHP-22,1310.0,55.6341,37.8173
RUS,CHP-23,5690.0,55.9162,37.6879
RUS,CHP-28,25.0,55.8917,37.5061
RUS,CHP-5 Red October,180.0,59.8737,30.504
RUS,CHP-8,605.0,55.7242,37.6966
RUS,CHP-9,274.8,55.705,37.65
RUS,CHP-PVS,286.0,59.1372,37.8484
RUS,CHP-Severnaya,8.0,46.4253,47.9744
RUS,CHPP in Lobnya,36.0,56.0259,37.4408
RUS,CHPP of Arkhangelsk pulp and paper mill,224.0,64.4304,40.832
RUS,"CHPP of JSC ""PhosAgro-Cherepovets""",102.0,59.1781,37.6999
RUS,CHPP of OAO Altai-koks,200.0,53.6834,84.9897
RUS,CHaryinskaya CHPP,21.0,58.3978,45.4773
RUS,Caspian,5.0,44.46,46.465
RUS,Central Heat and Power Plant (ES-2),155.0,59.9342,30.3875
RUS,Central Thermal Power Plant (ES-3),155.0,59.9228,30.324
RUS,Central boiler-house [Astrakhan],235.0,46.4196,48.0996
RUS,Chaikovskaya TPP,200.0,56.7282,53.9277
RUS,Chaunskaya CHPP,34.5,69.7044,170.2903
RUS,Cheboksarskaya HPP,1370.0,56.1373,47.4661
RUS,Cheboksary CHPP=2,460.0,56.126,47.2996
RUS,Chelyabinsk CHP-1,1129.1,55.23,61.4908
RUS,Chelyabinsk GRES,742.0,55.2014,61.4031
RUS,Cherepetskaya GRES,450.0,54.136,36.48
RUS,Chesmenskaya,15.0,53.485,60.435
RUS,Chirkey HPP,1000.0,42.9772,46.8708
RUS,Chiryurt HPP-1,72.0,43.1831,46.8342
RUS,Chiryurt HPP-2,9.0,43.1897,46.8348
RUS,Chita CHPP-1,452.8,52.0539,113.3575
RUS,Chita CHPP-2,12.0,52.0117,113.5111
RUS,Chulman TPP,48.0,56.8504,124.9096
RUS,DAL about Valaam,2.0,61.395,30.9483
RUS,Dagestan Branch,1786.0,46.8712,46.8712
RUS,Dankov TPP,10.0,53.2561,39.1642
RUS,De-Kastrinskaya CHPP,8.0,51.469,140.7741
RUS,Deputy TPP,7.5,69.3051,139.9745
RUS,Derzhavinskaya,5.0,53.2,52.33
RUS,"Diesel power station №1 of JSC ""Salekhardenergo""",33.4,66.5567,66.5757
RUS,"Diesel power station №2 of JSC ""Salekhardenergo""",12.5,66.5527,66.5811
RUS,Dorogobuzhskaya TPP,128.0,54.9876,33.3761
RUS,Dubrovskaya TPP-8,92.0,59.8686,30.9789
RUS,Dzau HPS,8.0,43.01,44.6861
RUS,Dzerzhinsk TPP,580.0,56.2336,43.5208
RUS,Dzhubginskaya,198.0,44.4388,38.7636
RUS,Efremov TPP,160.0,53.1573,38.1179
RUS,Egorylykskaya HPP of the Cascade of Kuban HPPs,30.0,45.0683,41.5967
RUS,Egorylykskaya HPP-2 of the Cascade of Kuban HPPs,14.2,45.1108,41.5506
RUS,Egvenkinotskaya TPP,34.0,66.4013,-179.1338
RUS,Elista East,15.0,46.36,44.315
RUS,Elista North,15.0,46.51,44.2
RUS,Elista West,15.0,46.265,43.97
RUS,Elshan,25.0,51.324,55.031
RUS,Engels TPP-3,182.0,51.4603,46.1537
RUS,Enotaevka,15.0,47.26,47.026
RUS,Experimental TPP,79.2,47.8714,40.0186
RUS,Ezminskaya HPP,45.0,42.7662,44.6326
RUS,GES-1 (PG Smidovich),86.0,55.7481,37.6302
RUS,GES-1 of the Cascade of HPPs on the Tolmachyov River,2.0,52.7769,157.5739
RUS,GES-1 of the Cascade of the Kuban HPPs,37.0,44.2764,42.4722
RUS,GES-3 of the Cascade of Kuban HPPs,87.0,44.6006,42.2319
RUS,GSR CHPP,21.0,59.7614,30.5752
RUS,GT CHP Ekaterinburg,18.0,56.8809,60.644
RUS,GT CHP Michurinskaya,36.0,50.6116,36.5649
RUS,GT CHP Novocherkasskaya,18.0,47.4803,40.0983
RUS,GT CHP Rezhevskaya,18.0,57.3756,61.4311
RUS,GT CHP Shelkovskaya,18.0,55.9171,37.9736
RUS,GT CHP of Magnitogorsk,18.0,53.4109,58.9491
RUS,GT CHPP,18.0,44.9209,38.0217
RUS,GT CHPP of Saransk,18.0,54.2258,45.1602
RUS,GT Luzhskaya HPP,36.0,58.5775,31.2789
RUS,GT Orlovskaya TPP,18.0,53.0121,36.1571
RUS,GT SES,18.0,54.3702,41.942
RUS,GT TEC Tambov,18.0,52.7736,41.4076
RUS,GT TETS Vsevolozhskaya,18.0,60.0254,30.6143
RUS,GT Thermal Power Station Kasimovskaya,18.0,54.9558,41.408
RUS,"GT-TPP (gas turbine TPP) ""Luch""",60.0,50.5609,36.5806
RUS,GTE HPP Elista,18.0,46.2986,44.3157
RUS,"GTES ""Ilyichevskaya""",16.0,57.9368,56.8429
RUS,"GTES ""Kolomenskoye""",135.9,55.649,37.6411
RUS,"GTES ""TERESHKOVO""",217.9,55.6596,37.4015
RUS,GTES URAL-4000 [GTU Agidel],8.0,55.8993,53.9379
RUS,GTES of Dvurechensky deposit,24.0,58.2713,75.7496
RUS,GTES of Vladivostokskaya CHPP-1,45.0,43.1258,131.8781
RUS,GTES of the Igolsko-Talovoye field,24.0,57.7491,76.4345
RUS,"GTPP ""Vnukovo""",90.66,55.61,37.2628
RUS,GTPP of the West-Poludenny deposit,7.5,60.5531,76.4839
RUS,GTU Ishimbay,10.0,53.4374,56.0305
RUS,GTU Shigili,4.0,55.9408,58.2732
RUS,"GTU TPP LLC ""RN-Tuapse Oil Refinery""",153.0,44.1055,39.1003
RUS,GTU of Barnaulskaya Thermal Power Plant,36.0,53.377,83.7713
RUS,GTU-TPP Kuryanovo OJSC MOEK,12.0,55.6459,37.6987
RUS,GTU-TPP Lyublino OAO MOEK,12.0,55.6753,37.7871
RUS,GTU-TPP in the city of Zvenigorod,18.0,55.7217,36.8678
RUS,GTU-TPP md. Olgino,66.6,55.7428,37.9807
RUS,GTU-TPP of Usinskoe deposit,100.0,66.1798,57.3316
RUS,Gaiskaya TPP,24.0,51.4821,58.4589
RUS,Gas Turbine Power Plant of Salekhardenergo JSC,39.4,66.5378,66.671
RUS,Gas turbine power station of Shaksha,10.0,54.7643,56.2457
RUS,Gelbakh HEPP,44.0,43.1541,46.8521
RUS,Gergebilskaya HPP,17.8,42.4542,47.0317
RUS,Gizeldonskaya HPP,22.8,42.9025,44.4601
RUS,Gotsatlinskaya HPP,100.0,42.5298,46.9177
RUS,Grachevskaya SES,10.0,52.9138,52.9134
RUS,Gubkin TPP,29.0,51.2809,37.5784
RUS,Gunibskaya HPP,15.0,42.4318,46.9879
RUS,Gusevskaya TPP,15.5,54.5912,22.1818
RUS,Gusinoozyorskaya,1160.0,51.3008,106.4833
RUS,HPP-2 Cascade HPP on the Tolmachyov River,24.8,52.6019,157.5031
RUS,HPP-2 of the Cascade of the Kuban HPPs,184.0,44.3397,42.5067
RUS,HPP-3 of the Cascade of HPPs on the Tolmachyov River,18.4,52.6281,157.4469
RUS,HPP-4 of the Cascade of Kuban HPPs,78.0,44.6647,42.0286
RUS,Hevasaski hydroelectric power station,47.0,69.1175,29.2419
RUS,Huadyan-Teninskaya TPP,450.0,57.72,39.6901
RUS,Hunzah 1,5.0,42.55,46.775
RUS,Igumnovskaya TPP,75.0,56.2517,43.62
RUS,Ikustsk,662.4,52.2367,104.3217
RUS,Ininskaya,10.0,51.974,85.856
RUS,Intinskaya TPP,18.0,66.0416,60.1572
RUS,Iovskaya HPP,96.0,66.6692,31.3894
RUS,Irganayskaya HPP,400.0,42.7452,46.8316
RUS,Iriklinskaya,2444.0,51.754,58.8033
RUS,Irkutsk CHP Plant-16,18.0,56.5699,104.1407
RUS,Irkutsk TPP-1,185.0,52.5656,103.9317
RUS,Irkutsk TPP-11,350.3,52.7824,103.6026
RUS,Irkutsk TPP-12,7.5,53.124,103.1326
RUS,Irkutsk TPP-3,11.7,53.9352,102.075
RUS,Irkutsk TPP-5,18.0,52.1851,104.09
RUS,Isyangulovo,9.0,52.171,56.518
RUS,Ivanovo TPP-1,12.0,57.0325,40.9411
RUS,Ivanovo TPP-3,330.0,56.9614,41.1095
RUS,Ivanovskaya CHPP-3,530.0,56.9907,41.0113
RUS,Ivanovskiye,325.0,57.0231,40.3848
RUS,Izhevsk CHP Plant-1,290.0,56.8454,53.1783
RUS,Izhevsk HPP-1,681.0,56.8936,53.3404
RUS,KANSK CHP,24.0,56.2292,95.6961
RUS,KEMEROVO GRES,485.0,55.3674,86.0684
RUS,KRASNOYARSK CHP-1,1154.0,56.1097,93.0948
RUS,KUZNETSK THERMAL POWER STATION,100.0,53.7697,87.0876
RUS,Kabanskaya,15.0,52.125,106.52
RUS,Kachkanar HPP,50.0,58.7066,59.5119
RUS,Kaitakoski HPP,11.2,68.9386,28.6006
RUS,Kaliningradskaya,900.0,54.6619,20.5908
RUS,Kalinn NPP,4000.0,57.905,35.0614
RUS,Kaluzhskaya CHP Plant-1,41.8,54.548,36.2612
RUS,Kamchatka CHPP-1,229.0,52.9699,158.6806
RUS,Kamchatka CHPP-2,163.2,53.0114,158.7394
RUS,Kamenskaya TPP,34.0,48.3214,40.2394
RUS,Kamskaya HPP,543.0,58.1146,56.3289
RUS,Kamyshinskaya CHPP,72.0,50.1115,45.4005
RUS,Kargalinskaya,320.0,51.8661,54.7741
RUS,Karmanovskaya TPP,1831.0,56.2486,54.5882
RUS,Kashhatau HPP of the Cascade of Nizhne-Cherekskiye HPPs,65.1,43.3304,43.6463
RUS,Kashirskaya GRES,1910.0,54.8581,38.2597
RUS,Kazan CHP 3,772.64,55.8674,48.9521
RUS,Kazan CHP-1,220.0,55.7606,49.1255
RUS,Kemerovo thermal power station,80.0,55.3333,86.0833
RUS,Khabarovsk TPP-1,435.0,48.4136,135.1175
RUS,Khabarovsk cogeneration station-3,720.0,48.5713,135.1509
RUS,Kharanorskaya,655.0,50.8539,115.7
RUS,Kirishskaya GRES,2595.0,59.4892,32.0503
RUS,Kirov CHPP-3,385.0,58.621,49.5944
RUS,Kirov TPP-1,10.3,58.6216,49.6716
RUS,Kirov TPP-3,385.0,58.5558,49.9831
RUS,Kirov TPP-5,450.0,58.5495,49.5833
RUS,Kislovodskaya TPP,12.0,43.9083,42.7182
RUS,Kizelovskaya GRES-3,23.6,58.8664,57.5556
RUS,Klintsovskaya TPP,12.0,52.7501,32.2546
RUS,Knyazhegub Hydroelectric Power Plant,152.0,66.8638,32.376
RUS,Kola NPP,1760.0,67.4667,32.4667
RUS,Kolymskaya HPP,900.0,62.0583,150.4167
RUS,Komsomolskaya CHPP-2,240.5,50.5407,137.0372
RUS,Komsomolskiye CHPPs,600.0,53.1347,140.7236
RUS,Konakovskaya,2520.0,56.741,36.7707
RUS,Kondopoga Hydroelectric Power Station,25.6,62.1948,34.2617
RUS,Kosh-Agach SES-1,5.0,50.0213,88.6955
RUS,Kosh-Agach SES-2,5.0,50.0213,88.7
RUS,Kostroma CHPP-1,203.0,57.7536,41.03
RUS,Kotovskaya TPP,80.0,52.5968,41.528
RUS,Krasavinskaya GT CHPP,63.8,60.9575,46.4848
RUS,Krasnodar TPP,1120.0,45.0178,39.0608
RUS,Krasnogorsk cogeneration station,121.0,56.3654,61.9701
RUS,Krasnopolyanskaya HPP,28.9,43.6629,40.1744
RUS,Krasnoyarsk,6000.0,55.9367,92.2956
RUS,Krasnoyarskaya GRES-2,1250.0,56.1503,94.4806
RUS,Krivoporozhskaya HPP,180.0,65.0334,33.6675
RUS,Krostromskaya,3600.0,57.4596,41.1741
RUS,Kumertauskaya TPP,120.0,52.7715,55.8231
RUS,Kumskaya HPP,80.0,66.3608,31.0914
RUS,Kureyskaya HPP,600.0,66.9441,88.3384
RUS,Kurgan CHPP,480.0,55.413,65.2314
RUS,Kurgan CHPP-2,222.0,55.4908,65.3611
RUS,Kursk,4000.0,51.675,35.6056
RUS,Kursk TPP-4*,4.8,51.7308,36.1985
RUS,Kuznetskaya CHPP-3,4.0,53.1166,46.6
RUS,Kyzyl TPP,17.0,51.7017,94.5444
RUS,Labytnangi Mobile PP,73.0,66.6652,66.4185
RUS,Leningrad NPP,4000.0,59.8528,29.0486
RUS,Lesogorsky HPP,118.0,61.0585,28.8734
RUS,Lipetsk CHPP-2,515.0,52.5896,39.4944
RUS,Livenskaya TPP,42.0,52.4099,37.543
RUS,MHPP Lyaskel,4.8,61.7617,31.0025
RUS,MINUSINSK CHP,85.0,53.6516,91.7779
RUS,Machatschkala,4.0,43.019,47.458
RUS,Magadan Thermal Power Station,96.0,59.5835,150.7869
RUS,Maikop Hydropower Plant,9.44,44.592,40.1052
RUS,Maima,20.0,51.948,85.832
RUS,Mainskaya HPP,321.0,52.9704,91.4955
RUS,Makhachkala TPP,18.0,42.9746,47.5308
RUS,Mamakanskaya HPP,86.0,57.8092,114.0322
RUS,Matkozhnenskaya HPP,63.0,64.4153,34.469
RUS,Matraevskaya,5.0,54.36,56.165
RUS,May GRES,80.85,49.0051,140.2247
RUS,Mednogorskaya TPP,14.0,51.4346,57.5726
RUS,Miatlinskaya HPP,220.0,43.0672,46.83
RUS,Mikhailovskaya,15.0,50.215,43.1
RUS,"Mini-cogeneration plant ""Oceanarium"" (Russkiy Island)",13.2,43.0048,131.9163
RUS,"Mini-cogeneration plant ""Severnaya"" (Russky Island)",3.6,43.0538,131.8868
RUS,"Mini-cogeneration plant ""Tsentralnaya"" (Russky Island)",33.0,43.0367,131.8834
RUS,"Mobile power station ""Kazym""",72.0,63.703,67.2385
RUS,Mondi Syktyvkar thermal power station,553.0,61.8183,50.7263
RUS,Murmansk TEZ,12.0,68.9581,33.0592
RUS,Mutnovskaya GeoPP,50.0,52.5353,158.2011
RUS,Mykolaiv TPP,130.6,53.1347,140.7244
RUS,Myrninskaya GRES,72.0,62.5599,113.977
RUS,NAZAROVO GRES,1243.0,56.0379,90.3478
RUS,NLMK cogeneration plant,282.0,52.5558,39.6001
RUS,NOVO-KEMEROVO CHP,565.0,55.3511,85.9942
RUS,Naberezhnye Chelny Thermal Power Plant,1180.0,55.6906,52.4758
RUS,Narva HPP,124.8,59.3678,28.2106
RUS,Naryan-Mar power plant,38.15,67.6413,53.0379
RUS,Nerunginskya TPP,618.0,56.6689,124.8533
RUS,Nevinnomysskya,1530.2,44.6595,41.9294
RUS,Niva GES-1,26.0,67.3812,32.5273
RUS,Niva GES-2,60.0,67.2816,32.4598
RUS,Niva GES-3,155.5,67.2203,32.4383
RUS,Nizhegorodskaya HPP,520.0,56.6506,43.3756
RUS,Nizhne-Svirskaya HPP,99.0,60.8064,33.7044
RUS,Nizhnekamsk cogeneration station-1,880.0,55.6066,51.9404
RUS,Nizhnekamsk cogeneration station-2,724.0,55.6066,51.9404
RUS,Nizhnekamsk hydroelectric power station,1205.0,55.6997,52.2786
RUS,Nizhneteriberskaya HPP,26.5,69.1253,35.1469
RUS,Nizhnetourinskaya GRES,484.0,58.6141,59.8537
RUS,Nizhnetulomskaya HPP,52.7,68.8217,32.8192
RUS,Nizhnevartovskaya,2013.0,60.9758,76.9433
RUS,Nizhny Novgorod state district power station,112.0,56.5008,43.5861
RUS,Nogliki GTES,48.0,51.7738,143.1131
RUS,Norilsk CHPP-2,425.0,69.5183,88.3442
RUS,Norilsk TPP-1,370.0,69.3342,88.2314
RUS,Norilsk TPP-3,440.0,69.323,87.951
RUS,Novgorod CHPP,190.0,58.6236,31.2219
RUS,Novikovskaya Diesel Power Plant,4.8,46.368,143.353
RUS,Novo Sverdlovsk,557.0,56.8397,60.841
RUS,Novo-Irkustsk,655.0,52.2508,104.2039
RUS,Novo-Ryazan Thermal Power Station,425.0,54.5649,39.7662
RUS,Novo-Sterlitamak TPP,225.0,53.6661,55.8849
RUS,Novo-Zimanskaya,240.0,54.033,102.0351
RUS,Novocherkasskaya GRES,2214.0,47.4,40.2333
RUS,Novokuibyshevsk HPP-1,482.0,53.1103,49.9204
RUS,Novokuybyshevskaya CHPP-2,470.0,53.0816,49.8701
RUS,Novomoskovsk SDPS,233.7,54.0864,38.2375
RUS,Novosibirsk CHP-2,340.0,54.9993,82.8743
RUS,Novosibirsk CHP-3,511.5,55.0081,82.854
RUS,Novosibirsk CHP-4,384.0,55.1,82.9894
RUS,Novosibirsk TPP-5,1200.0,55.0056,83.0606
RUS,Novosibirskaya HPP,480.0,54.8503,82.9864
RUS,Novotroitskaya HPP of the Cascade of the Kuban HPPs,3.68,45.3156,41.5311
RUS,Novotroitskaya TPP,172.0,51.2246,58.3641
RUS,Novouzenskaya,15.0,50.477,48.176
RUS,Novovoronezh,1880.0,51.2822,39.21
RUS,Obninsk GTU-CHP № 1,20.8,55.1375,36.6133
RUS,Okhinskaya CHPP,99.0,53.5733,142.9098
RUS,Omskaya TPP-4,435.0,55.0838,73.2121
RUS,Ondsk Hydroelectric Power Station,80.0,63.9174,34.1782
RUS,Onguday,5.0,50.769,86.115
RUS,Orel TPP,330.0,52.9879,36.0983
RUS,Orenburg 1T,45.0,51.14,55.49
RUS,Orenburg 3T,60.0,51.13,55.49
RUS,Orenburg SES-5,10.0,51.49,59.41
RUS,Orenburg SES-6,15.0,51.48,59.4
RUS,Orlov-Gay,5.0,50.94,47.88
RUS,Orsk TPP-1,245.0,51.2408,58.4986
RUS,Orskaya SES them. AAVlazneva (Sakmarskaya),25.0,51.266,58.4747
RUS,Ozernovskaya Diesel Power Plant,1.57,51.4914,156.5064
RUS,Paleozerskaya HPP,25.0,62.4841,33.6737
RUS,Partizanskaya TPP,203.0,43.0615,133.1355
RUS,Pauzhetskaya GeoPP,12.0,51.4658,156.8103
RUS,Pavlodolskaya HPP,2.62,43.7085,44.5176
RUS,Pavlovskaya HPP,166.4,55.406,56.5556
RUS,Pechorskaya,1060.0,65.1344,57.3156
RUS,Penza TPP-1,401.0,53.1601,45.0082
RUS,Perevolotskaya SES,5.0,51.8893,54.1556
RUS,Perm HPP-13,543.7,57.9772,56.2561
RUS,Permskaya,3363.0,58.4959,56.3471
RUS,Permskaya CHPP-9,575.0,57.925,56.1472
RUS,Pervomaiskaya TPP,105.0,54.0336,37.5361
RUS,Pervomaiskaya TPP-14,524.0,59.8731,30.2467
RUS,Pervouralsk TEZ,36.0,56.8948,59.9839
RUS,Petrozavodsk cogeneration station,280.0,61.8036,34.2756
RUS,Pleshanovskaya SES,10.0,52.8265,53.4687
RUS,Poduzhemskaya HPP,48.0,64.9117,34.2617
RUS,Power Center of Yarakta Oil and Gas,96.0,57.9839,106.7944
RUS,Pravoberezhnaya CHPP-5,643.0,59.8746,30.5035
RUS,Priargunskaya CHPP,24.0,50.3572,119.0956
RUS,Primorskaya TPP,1467.0,46.4625,134.2911
RUS,Priobskaya GTES,315.0,61.107,70.2429
RUS,Priufimskaya TPP,210.0,55.0288,56.033
RUS,Pskovskaya GRES,440.0,57.5097,29.9694
RUS,Pugachyovsky,15.0,52.125,48.74
RUS,Putkinskaya HPP,84.0,64.9407,34.5407
RUS,Raichihinskaya GRES,102.0,49.7482,129.6922
RUS,Rajakoski HPP,43.2,69.0228,29.0056
RUS,Reftinskaya GRES,3800.0,57.1067,61.7117
RUS,Rostov CHPP-2,160.0,47.2161,39.5794
RUS,Rostov NPP,4000.0,47.5993,42.3717
RUS,Rubber,15.0,47.345,47.48
RUS,Rubtsovsk TPP,61.0,51.5425,81.2086
RUS,Rudnik,15.0,50.74,37.435
RUS,Rybinskaya HPP,366.4,58.0821,38.8249
RUS,"SES ""Niva""",15.0,46.3236,48.1984
RUS,"SES ""Promstroymaterialy""",15.0,46.3924,47.9786
RUS,"SES ""Zavodskaya""",15.0,46.3986,48.5156
RUS,SES Batagay,1.0,67.6658,134.6573
RUS,"SSU ""Strogino""",130.0,55.7917,37.3849
RUS,Sakhalin SDPP,84.0,48.9791,142.9641
RUS,Sakmarskaya TPP,460.0,51.8433,55.0988
RUS,Salavatskaya TPP,185.0,53.3969,55.8875
RUS,Samara GRES,61.0,53.145,50.0564
RUS,Samara SS,61.5,53.017,49.814
RUS,Samara TPP,440.0,53.2514,50.2756
RUS,Saransk CHP-2,340.0,54.2171,45.2093
RUS,Sarapulskaya TPP,10.7,56.4492,53.7714
RUS,Saratov HPP-2,669.0,51.6239,46.0097
RUS,Saratov TPP- HPP 1,54.0,51.5223,46.0339
RUS,Saratovskaya HPP,1403.0,52.0481,47.7622
RUS,Sarov HPP-1,72.0,54.9048,43.3379
RUS,Sengileevskaya HPP of the Cascade of the Kuban HPPs,15.0,45.0175,41.6727
RUS,Serebryanskaya HPP-1,204.9,68.8426,35.5683
RUS,Serebryanskaya HPP-2,150.0,68.9869,35.6978
RUS,Serovskaya GRES,808.0,59.6334,60.7051
RUS,Severnaya CHPP-21,500.0,60.0758,30.4744
RUS,Severo-Zapadnaya,900.0,60.016,30.0978
RUS,Severodvinsk CHPP-2,410.0,64.5627,39.8339
RUS,Severskaya CHP (CHP CHPP),699.0,56.6195,84.8123
RUS,Shakhtinskaya CHPP,100.0,47.7583,40.2997
RUS,Shaturskaya GRES,1493.0,55.5833,39.5611
RUS,Shchekinskaya SDPS*,400.0,53.9486,37.6489
RUS,Sherlovo thermal power station,12.0,50.5369,116.3158
RUS,Shinginskaya GTES,24.0,58.3303,78.4879
RUS,Shirokovskaya HPP,28.0,58.8345,57.7925
RUS,Sinarsky CHPP,24.0,56.4396,61.9161
RUS,Smolensk,3000.0,54.1647,33.2367
RUS,Smolensk TPP-2,275.0,47.2161,39.5794
RUS,Smolenskaya CHPP-2,275.0,54.7713,32.1439
RUS,Smolenskaya GRES,630.0,55.6056,32.4139
RUS,Sochinskaya,160.5,43.5947,39.7544
RUS,Sol-Iletsk SES,25.0,51.0711,55.0065
RUS,Solikamsk cogeneration station,144.7,59.6957,56.675
RUS,Sormovo cogeneration station,350.0,56.3525,43.8914
RUS,Sosnogorsk TPP,377.0,63.5762,53.9865
RUS,Southern Kuzbass Power Plant,554.0,53.5119,87.2669
RUS,Srednevralskaya,1578.5,57.0023,60.4635
RUS,State Unitary Enterprise Krasnousolsk,1.95,53.9197,56.5224
RUS,Stavropolskaya GRES,2415.0,45.3122,41.5111
RUS,Sterlitamakskaya TPP,345.0,53.6666,55.9619
RUS,Surgutskaya GRES-2,8865.0,61.2794,73.4889
RUS,Sverdlovsk CHP,36.0,56.876,60.594
RUS,Svetlovskaya GRES-2,20.8,54.6644,20.1241
RUS,Svetogorskaya HPP,122.0,61.1044,28.8394
RUS,Svistukhinskaya HPP of the Cascade of Kuban HPPs,11.76,44.7417,41.9011
RUS,Syzran HPP,2.04,53.1484,48.4297
RUS,Syzran TPP,372.4,53.0642,48.3994
RUS,"TES ""International""",236.0,55.7603,37.528
RUS,TPP Quadra,116.9,51.766,36.1389
RUS,TPP VTI,18.0,55.7053,37.6488
RUS,"TPP of OAO NPK ""Uralvagonzavod""",100.0,57.9311,60.0832
RUS,"TPP of the PGU ""GSR Energo""",110.0,59.7583,30.5897
RUS,TPP-1,313.0,54.8402,56.091
RUS,TPP-1  a generation facility of Ufimskaya TPP-4,77.74,54.84,56.0911
RUS,TPP-2,642.0,47.2161,39.5794
RUS,TPP-3 (R.E. Klasson),589.0,55.8833,38.7833
RUS,TPPP PGGHO (Krasnokamenskaya TPP),410.0,50.0819,118.0942
RUS,Talakanskaya GTES,48.0,59.7931,110.8726
RUS,Tambov TPP,235.0,52.7533,41.4785
RUS,Test stand of Ivanovskaya GRES,110.0,57.0252,40.3841
RUS,The Caspian Thermal Power Plant,18.0,42.885,47.6503
RUS,The Palocorg hydropower plant,30.0,64.2218,34.3363
RUS,The central thermal power station (ES-1),155.0,59.9069,30.3344
RUS,The head HPP of the Ardon cascade of Zaramagh hydroelectric power stations,15.0,42.7053,43.9744
RUS,The hydroelectric power station of the Cascade of Kuban hydroelectric power stations,15.9,44.2269,42.3436
RUS,Thermal Power Station 10,1110.0,52.4622,103.9791
RUS,Thermal Power Station 11,600.0,56.1227,101.5965
RUS,Thermal Power Station 9,475.0,52.5329,103.9365
RUS,Thermal Power Station Akademicheskaya,228.4,56.7709,60.5533
RUS,Thermal power station EVS-2,160.0,59.1276,37.8291
RUS,Thermal power station Myakinino,30.0,55.8124,37.3858
RUS,Tobolsk CHP,878.3,58.2449,68.4453
RUS,Togliatti,620.0,53.5472,49.4539
RUS,Tolmachevskaya HPP-1,2.0,52.6137,157.5746
RUS,Tolmachevskaya HPP-2,24.8,52.6054,157.4958
RUS,Tolmachevskaya HPP-3,18.4,52.6286,157.4468
RUS,Tomilino Power Center,23.5,55.6457,37.9243
RUS,Tomsk GRES-2,331.0,56.4731,84.9964
RUS,Tomsk TPP-1,14.7,56.4822,84.9451
RUS,Tomsk TPP-3,140.0,56.6211,85.0422
RUS,Troitskaya GRES,2234.0,54.0369,61.6472
RUS,Tsimlyanskaya HPP,211.5,47.6061,42.1122
RUS,Turgoiak TEC,50.0,55.1164,60.1428
RUS,Tverskaya CHPP-1,17.0,56.8526,35.8575
