Country_Code,Name,Gppd_Idnr,Capacity_Mw,Latitude,Longitude
BRA,Ventos de Santo Augusto I,BRA0031746,18.4,-7.6525,-40.6276
BRA,Ventos de Santo Augusto II,BRA0031747,27.6,-7.645,-40.6371
BRA,Ventos de Santo Augusto III,BRA0031662,29.6,-7.3723,-40.7072
BRA,Ventos de Santo Augusto IV,BRA0031603,28.9,-7.3858,-40.6978
BRA,Ventos de Santo Augusto V,BRA0031661,29.6,-7.4093,-40.6951
BRA,Ventos de Santo Augusto VI,BRA0031766,29.9,-7.6068,-40.6486
BRA,Ventos de Santo Augusto VII,BRA0031749,18.4,-7.6517,-40.6473
BRA,Ventos de Santo Augusto VIII,BRA0031767,18.4,-7.6715,-40.6583
BRA,Ventos de Santo Dimas,BRA0031372,29.4,-5.2337,-35.7899
BRA,Ventos de Santo Estevão II,BRA0031762,25.3,-7.7482,-40.6296
BRA,Ventos de Santo Estevão III,BRA0031763,29.9,-7.7283,-40.6584
BRA,Ventos de Santo Estevão V,BRA0031764,27.6,-7.7599,-40.6733
BRA,Ventos de Santo Onofre I,BRA0031364,30.0,-7.5533,-40.7255
BRA,Ventos de Santo Onofre II,BRA0031362,30.0,-7.5946,-40.7304
BRA,Ventos de Santo Onofre III,BRA0031886,30.0,-7.555,-40.7257
BRA,Ventos de Santo Uriel,BRA0030828,16.2,-5.4873,-35.9001
BRA,Ventos de São Benedito,BRA0031373,29.4,-5.2262,-35.7852
BRA,Ventos de São Clemente 1,BRA0031818,29.155,-8.7263,-36.6999
BRA,Ventos de São Clemente 2,BRA0031819,29.155,-8.7093,-36.7337
BRA,Ventos de São Clemente 3,BRA0031820,29.155,-8.7126,-36.7162
BRA,Ventos de São Clemente 4,BRA0031821,29.155,-8.7035,-36.7626
BRA,Ventos de São Clemente 5,BRA0031822,29.155,-8.7799,-36.7566
BRA,Ventos de São Clemente 6,BRA0031823,25.725,-8.7611,-36.7124
BRA,Ventos de São Clemente 7,BRA0031824,24.01,-8.7459,-36.7256
BRA,Ventos de São Clemente 8,BRA0031825,20.58,-8.6965,-36.6982
BRA,Ventos de São Martinho,BRA0031412,14.7,-5.2779,-35.7809
BRA,Ventos de São Miguel,BRA0030514,30.0,-5.2839,-35.8755
BRA,Ventos de Tianguá,BRA0030585,25.35,-3.8711,-41.1878
BRA,Ventos de Tianguá Norte,BRA0030584,27.04,-3.8353,-41.1759
BRA,Ventos do Morro do Chapéu,BRA0030582,25.35,-3.881,-41.1843
BRA,Ventos do Nordeste,BRA0030476,23.52,-14.1195,-42.6141
BRA,Ventos do Parazinho,BRA0030596,27.04,-3.8685,-41.1583
BRA,Ventos do Sertão,BRA0030946,30.0,-10.5567,-40.5687
BRA,Verace 24,BRA0031561,19.69,-33.6387,-53.3094
BRA,Verace 25,BRA0031541,7.16,-33.6399,-53.3251
BRA,Verace 26,BRA0031559,14.32,-33.6535,-53.3041
BRA,Verace 27,BRA0031600,16.11,-33.6543,-53.3237
BRA,Verace 28,BRA0031578,12.53,-33.634,-53.3534
BRA,Verace 29,BRA0031557,17.900000000000002,-33.6182,-53.3572
BRA,Verace 30,BRA0031602,17.900000000000002,-33.6099,-53.3441
BRA,Verace 31,BRA0031558,8.950000000000001,-33.6072,-53.3248
BRA,Verace 34,BRA0031601,14.32,-33.5625,-53.3526
BRA,Verace 35,BRA0031539,12.53,-33.5851,-53.3593
BRA,Verace 36,BRA0031610,21.48,-33.5961,-53.3677
BRA,Verace I,BRA0030745,20.0,-33.5017,-53.2643
BRA,Verace II,BRA0030742,20.0,-33.5087,-53.2832
BRA,Verace III,BRA0030746,26.0,-33.5221,-53.279
BRA,Verace IV,BRA0030741,30.0,-33.5517,-53.2273
BRA,Verace IX,BRA0030748,30.0,-33.5767,-53.2953
BRA,Verace V,BRA0030829,30.0,-33.5357,-53.3012
BRA,Verace VI,BRA0030740,18.0,-33.5431,-53.2769
BRA,Verace VII,BRA0030747,30.0,-33.5668,-53.246
BRA,Verace VIII,BRA0030755,26.0,-33.553,-53.3108
BRA,Verace X,BRA0030749,28.0,-33.5913,-53.2716
BRA,Veracel,BRA0029014,117.045,-16.374,-39.5705
BRA,Verde Vale III,WKS0066241,15.1,-14.156,-42.735
BRA,Vertente,BRA0029270,53.0,-20.4015,-48.9911
BRA,Veríssimo,BRA0029608,5.0,-19.5985,-48.3314
BRA,Vetorial,BRA0029236,3.5,-20.1745,-53.7836
BRA,Vetorial Corumbá,BRA0030384,10.0,-19.2211,-57.6195
BRA,Via Brasil Shopping,BRA0033035,3.024,-22.8193,-43.3103
BRA,Viana,BRA0029664,174.6,-20.374,-40.4293
BRA,Vicentina,BRA0030298,2.0,-22.4752,-54.4072
BRA,Victor Baptista Adami (Antiga Passos Maia),BRA0029072,25.0,-26.7086,-51.9197
BRA,Videplast,BRA0029237,2.0,-27.004,-51.1425
BRA,Viena,BRA0028917,7.2,-4.8949,-47.3872
BRA,Vila Amazonas V,BRA0031750,24.0,-4.9989,-36.9547
BRA,Vila Pará I,BRA0031759,27.0,-5.035,-36.9124
BRA,Vila Pará II,BRA0031757,24.0,-5.044,-36.9122
BRA,Vila Pará III,BRA0031765,24.0,-5.0583,-36.9121
BRA,Vilhena,BRA0027862,23.75,-12.7585,-60.1278
BRA,Viralcool,BRA0003035,20.0,-20.9346,-48.2406
BRA,Viralcool Castilho,BRA0030445,50.0,-20.9061,-51.5346
BRA,Virgolino de Oliveira - Fazenda Canoas,BRA0029904,5.0,-21.0821,-49.9125
BRA,Virgolino de Oliveira - Itapira,BRA0001181,5.8,-22.4081,-46.7958
BRA,Virálcool 2,BRA0030851,30.0,-20.9335,-48.2435
BRA,Vista Alegre,BRA0028462,60.0,-23.4891,-48.1247
BRA,Vista Alegre I (Antiga Energética Vista Alegre),BRA0029994,60.0,-21.7301,-55.5022
BRA,Vista Alegre II,BRA0031702,30.0,-21.5457,-55.3871
BRA,Vitorino,BRA0027549,5.28,-25.9833,-52.7833
BRA,Vitória,BRA0029075,4.5,-6.5573,-35.0147
BRA,Vitória,BRA0030359,4.225,-8.6778,-35.5869
BRA,Vitória Apart Hospital,BRA0027995,2.1,-20.125,-40.2985
BRA,Vivicon,BRA0031547,1.12,-23.5435,-46.6266
BRA,Viçosa (Antiga Bicame),BRA0000261,4.5,-20.3983,-41.2644
BRA,Volta Grande,BRA0030494,3.13,-28.09,-48.9394
BRA,Volta Grande,BRA0003045,380.0,-20.0289,-48.2208
BRA,Volta do Rio,BRA0028441,42.0,-2.8513,-39.9659
BRA,Vulcabrás,BRA0028377,4.98,-4.095,-38.4865
BRA,Várzea Alegre,BRA0027572,7.5,-19.9861,-41.7169
BRA,WD,BRA0029122,48.0,-18.2113,-45.9812
BRA,Wal Mart Blumenau,BRA0031139,1.0,-26.9155,-49.0566
BRA,Wal Mart Chapecó,BRA0031493,1.04,-27.0924,-52.6089
BRA,Wal Mart Indaiatuba,BRA0031504,1.0,-23.0863,-47.2086
BRA,Wal Mart Taubaté,BRA0031503,1.0,-23.0224,-45.5458
BRA,Wal-Mart Campos,BRA0029908,1.08,-21.7499,-41.3144
BRA,Wal-Mart Morumbi,BRA0029906,1.08,-23.5438,-46.6264
BRA,Walmart Big Brusque,BRA0031150,1.04,-27.1207,-48.9002
BRA,Walmart Santa Maria,BRA0031501,1.0,-29.6802,-53.7975
BRA,Walter Rossi (Antiga Antas II),BRA0000110,15.782,-21.7472,-46.6028
BRA,Wasser Kraft,BRA0029589,1.4,-26.4464,-53.405
BRA,West Shopping,BRA0030633,3.264,-22.9028,-43.2075
BRA,Willy Faller,BRA0030845,1.0,-27.7904,-51.001
BRA,Xangri-lá,BRA0031302,27.675,-29.7767,-50.0736
BRA,Xavante,BRA0029011,4.95,-8.175,-35.3889
BRA,Xavantina,BRA0030263,6.075,-27.0264,-52.3753
BRA,Xavier,BRA0003058,6.0,-22.1911,-42.5264
BRA,Xicão,BRA0003059,1.808,-21.9189,-45.4781
BRA,Xingó,BRA0027053,3162.0,-9.6209,-37.7924
BRA,YAMADA CIDADE NOVA,BRA0033514,1.23265,-1.3524,-48.3897
BRA,YAMADA PLAZA CASTANHAL,BRA0033440,2.392,-1.2935,-47.928
BRA,YAMADA PÁTIO BELÉM,BRA0033439,1.025,-1.4532,-48.4853
BRA,YOKI,BRA0033212,2.748,-22.2413,-45.9494
BRA,YOKI ALIMENTOS,BRA0030489,1.65,-22.226,-45.9269
BRA,YPE I,BRA0032152,3.65,-22.7146,-46.7761
BRA,Yuni GTIS Leopoldo Green,BRA0030865,2.055,-23.5838,-46.6705
BRA,Zanin,BRA0028325,16.0,-21.8553,-48.175
BRA,Zanotti Pacatuba,BRA0031314,1.524,-3.8908,-38.5928
BRA,Zé Tunin,BRA0030597,8.0,-21.315,-42.9446
BRA,benedito,BRA0030606,1.0,-24.5125,-51.774
BRA,cooperativa regional agropecuaria sul catarinense - coopersulca,BRA0033075,1.0944,-19.2986,-49.6505
BRA,promold,BRA0033271,1.5,-28.9118,-49.6516
BRA,Água Benta,BRA0030605,1.0,-26.0044,-51.092
BRA,Água Bonita,BRA0027891,17.0,-22.7371,-50.5881
BRA,Água Limpa,BRA0027919,2.76,-20.7441,-49.7095
BRA,Água Limpa,BRA0028447,14.0,-11.6922,-46.705
BRA,Água Santa,BRA0030589,1.0,-26.0089,-51.057
BRA,Água Vermelha (Antiga José Ermírio de Moraes),BRA0000041,1396.2,-19.8511,-50.3456
BRA,Ângelo Cassol,BRA0028849,3.6,-11.93,-62.1008
BRA,Índio Condá,BRA0029590,2.9,-27.1382,-52.7004
BRN,Berakas CCGT Power Plant Brunei,GEODB0045545,102.0,4.9707,114.9303
BRN,Bukit Panggal CCGT Power Station Brunei,GEODB0045547,110.0,4.8282,114.7461
BRN,Gadong 2 Power Plant Brunei Darussalam,GEODB0045543,128.0,4.9111,114.9103
BRN,Lumut Cogen Power Station Brunei,GEODB0045546,246.0,4.6654,114.4646
BGR,AES Galabovo,WRI1075858,670.0,42.1573,25.9084
BGR,Bezmer,WKS0065238,10.0,42.463,26.408
BGR,Bobov Dol power station,WRI1008057,630.0,42.2855,23.0342
BGR,Brikel power station,WRI1008041,240.0,42.1551,25.9072
BGR,Cherganovo,WKS0061330,29.3,42.588,25.484
BGR,Chervenako,WKS0065232,4.0,42.632,26.037
BGR,Deven power station,WRI1008042,174.0,43.1964,27.6327
BGR,Devnya,WKS0060369,4.8,43.2072,27.6054
BGR,Hadjidimovo,WKS0062173,11.0,41.508,23.796
BGR,Hanovo,WKS0065236,4.5,42.396,26.526
BGR,IVAILOVGRAD,WRI1008048,114.0,41.5839,26.1075
BGR,KARDZHALI,WRI1008049,110.0,41.6334,25.3381
BGR,KOZLODUY,WRI1008053,2000.0,43.7438,23.7723
BGR,Kalipetrovo,WKS0061402,3.9,44.0587,27.2568
BGR,Karadzhalovo,WKS0061215,50.0,42.105,25.322
BGR,Karlovo,WKS0061847,4.9,42.581,24.803
BGR,Kolarovo,WKS0061331,5.9,44.035,26.908
BGR,Letnitsa,WKS0061196,11.0,43.308,25.032
BGR,MOMINA KLISU,WRI1008050,120.0,42.232,23.9494
BGR,Maritsa 3 power station,WRI1008058,120.0,42.0519,25.6231
BGR,Maritsa Itzok-2 power station,WRI1008060,1602.0,42.2541,26.134
BGR,Maritsa Itzok-3 power station,WRI1008061,908.0,42.145,26.0025
BGR,Mokresh,WKS0064143,4.1,43.7491,23.3858
BGR,Montan-Renar,WKS0061405,7.0,44.107,27.174
BGR,PESHTERA,WRI1008051,135.0,42.0132,24.2574
BGR,PSBELMEKEN,WRI1008054,375.0,42.1996,23.8586
BGR,PSCHAIRA GEN,WRI1008055,864.0,42.1603,23.8612
BGR,Palauzovo,WKS0065231,5.0,42.516,26.755
BGR,Pobeda,WKS0061329,50.6,43.519,24.546
BGR,RUSE,WRI1008046,180.0,43.8662,26.0093
BGR,Republika power station,WRI1008045,105.0,42.6064,23.0784
BGR,SESTRIMO,WRI1008052,240.0,42.2083,23.9158
BGR,SVETI NIKOLA,WRI1008062,156.0,43.4229,28.376
BGR,Skobelevo,WKS0065235,5.0,42.4673,26.361
BGR,Solsbor,WKS0063901,10.0,42.32,24.301
BGR,TOPLO RUSE,WRI1008059,110.0,42.2569,26.136
BGR,Vidin Works power station,WRI1075859,120.0,43.9484,22.8509
BGR,Vilo,WKS0061406,3.9,44.042,27.016
BGR,Vratsa,WKS0061195,18.0,43.242,23.544
BGR,Vratsa N,WKS0061136,5.0,43.2466,23.5397
BGR,Yambol,WKS0065237,10.0,42.473,26.454
BGR,Yerusalimovo,WKS0063900,5.1,41.865,26.095
BGR,Zdravets,WKS0061142,16.2,42.125,25.635
BFA,Bagre,WRI1023019,16.0,11.475,-0.546
BFA,Bobo,WRI1023020,23.846,11.2,-4.3
BFA,Essakane,WKS0069194,19.9,14.364,0.078
BFA,Kompienga,WRI1023021,14.0,11.07,0.7
BFA,Kossodo,WRI1023022,64.0,12.3703,-1.5247
BFA,Ouaga,WRI1023023,58.56,12.3703,-1.5247
BFA,Zagtouli,WKS0067803,33.0,12.307,-1.637
BDI,Kabu,WRI1023024,20.0,-2.89,29.12
BDI,Mpanda Burundi,WRI1023025,10.4,-3.0833,29.3944
BDI,Mubuga GWG,WKS0066495,7.6,-3.42,30.03
BDI,Rwegura,WRI1023026,19.17,-2.9319,29.5194
KHM,Angkor Biomass,WRI1026841,2.0,11.5123,104.7165
KHM,Bavet,WKS0068564,10.0,11.075,106.06
KHM,Bavet A,WKS0072314,3.0,11.0695,106.1144
KHM,CMIP,WKS0073465,9.8,10.6347,104.5243
KHM,Kamchay,WRI1026835,193.0,10.7041,104.1175
KHM,Khmer Electric Power Diesel Power Plant,WRI1026844,30.0,11.5238,104.873
KHM,Kirirom I,WRI1026834,12.0,11.2377,104.0343
KHM,Lower Russei Chrum,WRI1026838,338.0,11.7818,103.0854
KHM,MH Bio-Ethanol Distillery,WRI1026843,23.2,11.7594,104.8242
KHM,Phnom Penh Diesel,WRI1026845,18.6,11.5904,104.9153
KHM,Siang Phong,WRI1026842,2.0,11.7946,105.8926
KHM,Sihanoukville CEL power station,WRI1026840,100.0,10.7402,103.5808
KHM,Sihanoukville CIIDG power station,WRI1075837,405.0,10.7326,103.5835
KHM,Sihanoukville Diesel,WRI1026846,5.0,10.6124,103.6287
KHM,Stung Atai,WRI1026837,120.0,12.0752,103.1899
KHM,Stung Tatai,WRI1026839,246.0,11.6346,103.2612
CMR,Bafoussam,WRI1023028,10.62,5.4667,10.4167
CMR,Douala Bassa,WRI1023030,14.14,4.05,9.7
CMR,Edea,WRI1023031,154.2,3.8127,10.1278
CMR,Garoua,WRI1023032,16.0,9.3,13.4
CMR,Kribi,WRI1023033,200.0,3.01,9.96
CMR,Lagdo,WRI1023034,80.0,9.0594,13.6882
CMR,Limbe,WRI1023035,10.62,4.0167,9.2
CMR,Song Loulou,WRI1023036,396.0,4.078,10.4649
CAN,13th Side Road,CAN0007595,9.5,42.855,-80.3607
CAN,Aberfeldie,CAN0007597,24.0,49.4933,-115.3624
CAN,Abitibi Canyon,CAN0002096,349.0,49.8822,-81.567
CAN,Abénaquis,CAN0007596,2.1,45.4052,-71.8932
CAN,Adam-Cunningham,CAN0007599,7.0,48.6581,-71.1708
CAN,Adelaide,CAN0007600,59.9,42.9877,-81.7068
CAN,Adelaide (Suncor),CAN0007601,40.0,43.0184,-81.7392
CAN,Adelaide 1,CAN0007602,10.0,42.9585,-81.6708
CAN,Aeolus,CAN0007603,3.0,47.0368,-64.0051
CAN,Aguasabon,CAN0007604,45.0,48.7867,-87.161
CAN,Aishihik,CAN0007605,37.0,61.0351,-137.0509
CAN,Akolkolex,CAN0007606,10.0,50.8227,-118.0295
CAN,AlPac Boyle,CAN0002097,125.0,54.921,-112.8622
CAN,Alderville 3,CAN0007607,5.0,44.1939,-78.0946
CAN,Alexander,CAN0007608,69.0,49.1355,-88.358
CAN,Alfred,CAN0007609,10.0,45.54,-74.8878
CAN,Algoma Cogeneration,CAN1060003,63.0,49.5244,-84.3712
CAN,Almonte,CAN0007610,5.0,45.2258,-76.1981
CAN,Amherst Community Wind Farm,CAN0008573,6.0,45.83,-64.144
CAN,Amherst I,CAN0007612,31.5,45.8267,-64.2417
CAN,Amherstburg Solar,CAN0007613,10.0,42.1449,-83.0769
CAN,Amherstburg-1,CAN0007614,20.0,42.1637,-83.0807
CAN,Amherstburg-2,CAN0007615,15.0,42.169,-83.0876
CAN,Andrews,CAN0007616,47.0,47.2386,-84.6461
CAN,Annacis Island Wwtp,CAN0007617,3.2,49.1668,-122.9497
CAN,Annapolis Tidal,CAN0007618,20.0,44.753,-65.5119
CAN,Appleton,CAN0007619,1.4,45.1829,-76.1267
CAN,Ardenville,CAN0007620,69.0,49.583,-113.4351
CAN,Aria,CAN0007621,9.0,44.629,-79.8493
CAN,Armow,CAN0002098,180.0,44.2044,-81.4574
CAN,Armstrong Cogeneration,CAN0007623,20.0,50.3922,-119.2259
CAN,Arnprior,CAN0007624,82.0,45.4187,-76.347
CAN,Arnprior Solar,CAN0007625,23.4,45.4083,-76.275
CAN,Arrow Lakes,CAN0002099,185.0,49.343,-117.7688
CAN,Arthur,CAN0007627,10.0,43.8478,-80.5152
CAN,Ash River,CAN0007628,28.0,49.3734,-125.1506
CAN,Ashlu Creek,CAN0007629,49.9,49.9143,-123.325
CAN,Atholville,CAN0007630,21.0,47.9927,-66.7225
CAN,Atikokan-G1,CAN0002100,215.0,48.8381,-91.5708
CAN,Aubrey Falls,CAN0002101,162.0,46.9095,-83.2129
CAN,Auburn,CAN0007633,2.0,44.3235,-78.314
CAN,Auld's Mountain,CAN0007634,4.6,45.5949,-62.3745
CAN,Aurora,CAN1060031,85.0,50.65,-102.0843
CAN,Aurora,CAN0002020,160.0,57.298,-111.506
CAN,Avon 1,CAN0007635,4.6,44.8815,-64.2173
CAN,Avon 2,CAN0007636,3.5,44.8732,-64.2288
CAN,Avondale Community Wind Park,CAN0008574,1.6,45.633,-62.2784
CAN,Ayers-1,CAN0007637,4.8,45.6367,-74.3605
CAN,Ayers-2,CAN0007638,1.0,45.6436,-74.3539
CAN,Baddeck Community Wind Project,CAN0008575,1.7,46.147,-60.6962
CAN,Baie-des-Sables,CAN0002102,109.5,48.7066,-67.8841
CAN,Balsam Lake,CAN0007640,3.0,44.651,-78.7587
CAN,Balzac,CAN0002021,120.0,51.1912,-113.9424
CAN,Barr Creek,CAN0007641,4.4,49.9278,-126.7602
CAN,Barrachois,CAN0007642,4.0,46.1529,-60.4071
CAN,Barrage-Larocque,CAN0007643,10.6,45.4791,-71.9532
CAN,Barrett Chute,CAN0002103,176.0,45.2499,-76.759
CAN,Barrier,CAN0007645,13.0,51.0342,-115.0409
CAN,Barrington (Watts Wind II),CAN0007646,3.2,43.5196,-65.6624
CAN,Bassano,CAN0007647,2.0,50.7807,-112.46
CAN,Batawa,CAN0007648,5.0,44.1685,-77.5881
CAN,Bateston Wind Project,CAN0008576,2.3,45.993,-59.9077
CAN,Battle River,CAN0002022,689.0,52.4685,-112.1339
CAN,Bay D'espoir,CAN0002104,604.0,47.9901,-55.7997
CAN,Bayside Power,CAN0002023,290.0,45.2753,-66.0263
CAN,Beamlight,CAN0007650,10.0,44.2588,-79.293
CAN,Bear Mountain,CAN0002105,102.0,55.7041,-120.4264
CAN,Beare Road LFG,CAN0007652,5.0,43.8233,-79.1639
CAN,Bearspaw,CAN0007654,17.0,51.1012,-114.2823
CAN,Beauharnois,CAN0002106,1877.0,45.3141,-73.9088
CAN,Beaumont,CAN0002107,270.0,47.5561,-72.8362
CAN,Becker Cogeneration,CAN0007657,15.0,49.2105,-84.6673
CAN,Beechwood,CAN0002108,112.0,46.5428,-67.6687
CAN,Belding,CAN0007659,1.6,45.146,-71.8078
CAN,Belle-Rivière,CAN0007660,1.0,48.4417,-71.7389
CAN,Belledune,CAN0002026,467.0,47.9073,-65.863
CAN,Belleterre,CAN0007661,2.2,47.5739,-78.5576
CAN,Belleville TS Demorestville,CAN0007662,10.0,44.0652,-77.2579
CAN,Belly River,CAN0007663,3.0,49.315,-113.5743
CAN,Belmont,CAN0007664,20.0,42.8913,-81.1134
CAN,Bensfort Road LFG,CAN0007665,1.6,44.2271,-78.2873
CAN,Bersimis-1,CAN0002109,1178.0,49.2947,-69.5514
CAN,Bersimis-2,CAN0002110,869.0,49.1754,-69.2263
CAN,Big Beaver Falls,CAN0007669,5.5,49.2998,-82.5273
CAN,Big Chute,CAN0007670,10.0,44.8843,-79.6761
CAN,Big Eddy,CAN0007671,8.0,45.0206,-79.753
CAN,Big Eddy Inco,CAN0007672,27.6,46.3839,-81.5781
CAN,Big Falls,CAN0007673,10.6,44.138,-64.9353
CAN,Big Silver Creek,CAN0007674,40.6,49.693,-121.8591
CAN,Bighorn,CAN0002111,120.0,52.3081,-116.3245
CAN,Bingham Chute,CAN0007676,1.0,46.0761,-79.3968
CAN,Bird-1-2,CAN0007677,4.8,46.7489,-71.7104
CAN,Bishops Falls,CAN0007678,14.4,49.0154,-55.4722
CAN,Bisnett Line,CAN0007679,9.0,42.2787,-81.9917
CAN,Black Bay 2,CAN0007680,1.0,48.9428,-88.3141
CAN,Black Pond,CAN0007681,2.0,43.7516,-66.0204
CAN,Blackspring Ridge,CAN0002112,298.8,50.1525,-112.8226
CAN,Blue Trail,CAN0007683,66.0,49.6687,-113.4522
CAN,Bluearth Little Creek,CAN0007684,8.5,44.2044,-76.9251
CAN,Bluefish,CAN0007685,7.5,62.6718,-114.2615
CAN,Bluewater,CAN0007686,59.2,43.4846,-81.6282
CAN,Bone Creek,CAN0007687,19.0,52.2553,-119.1808
CAN,Bonnington Falls,CAN0007688,16.2,49.4582,-117.4854
CAN,Bornish,CAN0007689,72.9,43.1128,-81.7024
CAN,Boston Bar,CAN0007690,9.0,49.8113,-121.4585
CAN,Boulder Creek,CAN0008577,25.3,50.635,-123.405
CAN,Boundary Dam,CAN0002027,672.0,49.0961,-103.0305
CAN,Bow Lake,CAN0007691,58.3,47.2214,-84.5235
CAN,Box Canyon,CAN0008578,15.0,49.6006,-123.4267
CAN,Box Springs,CAN0007692,6.0,50.1004,-110.7276
CAN,Bracebridge Falls,CAN0007693,1.9,45.0388,-79.3086
CAN,Brampton Biomass,CAN0007694,15.1,43.697,-79.6825
CAN,Brandon,CAN0002028,385.0,49.8449,-99.8902
CAN,Brandon,CAN1060098,98.0,49.8453,-99.8918
CAN,Brandywine Creek,CAN0007695,8.0,50.0579,-123.1312
CAN,Brandywine Creek Small Hydro,CAN0008579,8.0,49.9783,-123.1417
CAN,Brazeau,CAN0002113,355.0,52.9101,-115.3754
CAN,Breen 2,CAN0007697,10.0,42.9854,-80.9604
CAN,Brenton Community Wind Project,CAN0008580,2.0,43.974,-66.0826
CAN,Bridge River 1,CAN0002114,180.0,50.7299,-122.24
CAN,Bridge River 2,CAN0002115,298.0,50.7231,-122.2434
CAN,Brighton Beach,CAN0002029,541.3,42.2798,-83.0946
CAN,Brilliant,CAN0002116,140.0,49.3249,-117.6207
CAN,Brilliant Expansion 1,CAN0002117,120.0,49.3231,-117.6198
CAN,Brisay,CAN0002118,469.0,54.4491,-70.5121
CAN,Britannia LFG,CAN0007703,5.5,43.6067,-79.6972
CAN,Brockville 1,CAN0007704,10.0,44.6329,-75.6982
CAN,Brockville 2,CAN0007705,9.0,44.6301,-75.8033
CAN,Brockville Solar,CAN0007706,10.0,44.5939,-75.7354
CAN,Brompton Biomass Cogeneration,CAN0007707,26.0,45.4807,-71.9524
CAN,Brooklyn Energy Centre,CAN0007708,30.0,44.0515,-64.6956
CAN,Brooks,WKS0065459,13.0,50.577,-111.866
CAN,Brown Lake,CAN0007709,7.2,54.0273,-129.8437
CAN,Bruce A,CAN0002030,3220.0,44.3391,-81.5747
CAN,Bruce B,CAN0002031,3390.0,44.319,-81.6027
CAN,Bryson,CAN0007710,56.0,45.6611,-76.6318
CAN,Buchans,CAN0007711,1.8,48.822,-56.8314
CAN,Buckingham,CAN0007712,11.2,45.5895,-75.4223
CAN,Bull Creek,CAN0007713,29.2,52.5091,-110.0831
CAN,Burk's Falls,CAN0007714,1.1,45.6198,-79.4118
CAN,Burns Bog LFG,CAN0007715,8.0,49.0977,-123.0159
CAN,Burnside,CAN0002032,132.0,44.7148,-63.61
CAN,Burrard,CAN0002033,950.0,49.2988,-122.8906
CAN,Burritts Rapids,CAN0007716,7.0,44.9778,-75.8198
CAN,Béarn Sawmill,CAN0007653,7.0,47.2847,-79.3356
CAN,Bécancour,CAN0002024,507.0,46.3675,-72.4037
CAN,Bécancour (HQ),CAN0002025,411.0,46.3919,-72.3523
CAN,Bésy,CAN0007668,18.4,48.4403,-71.2467
CAN,Cache Creek LFG,CAN0008581,5.0,50.7873,-121.3197
CAN,Calabogie,CAN0007717,5.0,45.3047,-76.7087
CAN,Calgary Energy Centre,CAN0002034,300.0,51.1805,-113.9373
CAN,Calm Lake,CAN0007718,8.8,48.7937,-92.154
CAN,Calstock,CAN0007719,38.0,49.7456,-84.0736
CAN,Cameron Falls - BRP,CAN0007720,4.2,46.2822,-82.1493
CAN,Cameron Falls - OPG,CAN0007721,92.0,49.1536,-88.3457
CAN,Camp Three Rapids,CAN0007722,5.5,49.2964,-82.5373
CAN,Campbellford,CAN0007723,2.0,44.3351,-77.7725
CAN,Canoe Creek Hydro,CAN0008582,6.0,49.1769,-125.3956
CAN,Cap-aux-Meules,CAN1060135,66.0,47.3745,-61.8858
CAN,Cape Broyle,CAN0007724,6.3,47.0959,-52.9372
CAN,Cape Scott,CAN0007725,99.0,50.789,-128.0033
CAN,Cardinal,CAN0002035,156.3,44.7846,-75.3779
CAN,Cariboo Pulp & Paper  Company,CAN0007726,61.0,52.997,-122.4853
CAN,Caribou,CAN0007727,99.0,47.5071,-66.4135
CAN,Caribou Falls,CAN0007728,91.0,50.2625,-94.9744
CAN,Carillon,CAN0002119,753.0,45.5687,-74.383
CAN,Carleton,CAN0002120,109.5,48.2065,-66.139
CAN,Carmichael,CAN0007731,20.0,49.1458,-82.0308
CAN,Carseland,CAN1060145,80.0,50.8466,-113.5816
CAN,Cascade,CAN0007732,36.0,51.2002,-115.5021
CAN,Cascade Street,CAN0007733,1.2,45.3504,-80.0267
CAN,Castle Creek,CAN0008583,6.0,53.1092,-120.1942
CAN,Castle River,CAN0007734,39.5,49.516,-114.0276
CAN,Castle Rock Ridge,CAN0007735,75.9,49.5561,-113.963
CAN,Cat Arm,CAN0002121,127.0,50.0258,-56.765
CAN,Catalyst Paper Crofton,CAN0007737,38.0,48.8757,-123.65
CAN,Catalyst Paper Port Alberni,CAN0007738,17.0,49.2474,-124.8112
CAN,Cavalier,CAN0002036,120.0,51.0056,-113.1716
CAN,Cedar Point,CAN0002122,100.0,43.0828,-82.0528
CAN,Cedar Road LFG,CAN0007740,1.4,49.1184,-123.8964
CAN,Centennial,CAN0002123,149.4,50.1621,-107.4579
CAN,Centrale Hydro-Canyon Saint-Joachim,CAN0008585,23.2,47.072,-70.877
CAN,Centrale Lefrançois,CAN0008586,7.9,46.4235,-72.9684
CAN,Centrale Val-Jalbert,CAN0008587,16.0,48.4334,-72.1672
CAN,Centrale de La Courbe du Sault,CAN0008584,25.0,50.3135,-64.9098
CAN,Chapais,CAN0007742,28.0,49.7709,-74.8568
CAN,Chapleau Cogeneration,CAN0007743,7.2,47.8431,-83.428
CAN,Charlot River,CAN0007744,10.0,59.6123,-109.1129
CAN,Charlottetown Thermal Generating Station,CAN0002037,109.0,46.2383,-63.1182
CAN,Charlottetown Thermal Generating Station,CAN1060162,62.0,46.2384,-63.1181
CAN,Charlottetown Thermal Generating Station,CAN1060163,50.0,46.2384,-63.1181
CAN,Chatham,CAN0002124,101.2,42.2065,-82.3226
