Country_Code,Name,Gppd_Idnr,Capacity_Mw,Latitude,Longitude
ESP,Calavéron,WKS0060045,21.2,39.332,-2.525
ESP,Calzada de Calatrava,WKS0060158,10.0,38.7071,-3.72
ESP,Camino del Cementerio A,WKS0068018,8.0,38.822,-7.005
ESP,Campo Lugar,WKS0060372,4.8,39.212,-5.7803
ESP,Campollano,WKS0060309,5.6,39.0105,-1.8949
ESP,Cantillana,WKS0060295,5.7,37.589,-5.816
ESP,Carmona,WKS0060274,6.1,37.5189,-5.6592
ESP,Casas Coloradas,WKS0063593,7.1,37.8094,-1.0631
ESP,Casas Ibañez,WKS0060336,5.1,39.2714,-1.4687
ESP,Casas de Don Pedro,WKS0060236,7.0,39.1159,-5.3349
ESP,Casas de Los Pinos,WKS0060099,28.0,39.275,-2.4095
ESP,Casatejada,WKS0060112,11.3,39.883,-5.667
ESP,Castejon,WKS0060321,5.2,42.1517,-1.6556
ESP,Castelnou,WKS0060286,6.0,41.2199,-0.3017
ESP,Castuera,WKS0060318,5.4,38.7271,-5.5158
ESP,Central de San Pedro II Grupo 1,WRI1006331,23.11,38.7288,-2.005
ESP,Cieza IGS,WKS0073059,5.9,38.2584,-1.4568
ESP,Corella,WKS0060126,10.9,42.1194,-1.7154
ESP,Cortijo Viejo,WKS0060154,10.0,37.641,-4.584
ESP,Cáceres,WKS0062360,10.7,39.4628,-6.3061
ESP,DOIRAS 1,WRI1006423,61.94,43.3891,-6.8232
ESP,DUQUE,WRI1006425,12.56,36.9402,-3.361
ESP,Daimiel,WKS0060362,5.0,38.9932,-3.5714
ESP,Darro AES,WKS0060290,5.9,37.3341,-3.2508
ESP,Darro Epuron,WKS0060292,5.9,37.3488,-3.2707
ESP,Don Quijote,WKS0060068,15.2,39.8942,-5.3246
ESP,Don Rodrigo,WKS0071538,175.0,37.228,-5.867
ESP,Dulcinea,WKS0060023,31.8,39.6564,-2.8
ESP,ECOCARBURANTES,WRI1006426,21.666,37.6051,-0.9862
ESP,EL CANTO (AMPLIADA CON RE-0951),WRI1006434,15.18,41.0845,-3.8599
ESP,EL CARCHE,WRI1006435,24.75,38.4545,-1.214
ESP,EL CERRO - AMPLIACION (DE 1206),WRI1006436,30.0,40.3167,-5.9167
ESP,EL MORALEJO II,WRI1006440,12.0,38.9667,-1.2167
ESP,EL NEGREDO,WRI1006442,18.0,41.3268,-3.3144
ESP,EL PARAMO,WRI1006444,44.0,42.6487,-3.5904
ESP,EL PARAMO,WRI1023632,24.0,42.4098,-3.7632
ESP,EL PUEYO,WRI1006446,14.0,42.3764,-0.0026
ESP,EL PULPAL,WRI1006447,17.25,41.779,-1.9839
ESP,ENCE - PONTEVEDRA $$,WRI1006454,26.62,42.4167,-8.6667
ESP,ENCE ENERGIA HUELVA  S.L.U. $$,WRI1006455,50.0,37.2583,-6.9508
ESP,ENEMANSA,WRI1006456,16.0,39.2379,-3.4233
ESP,ENERGYWORKS CARBALLO  S.L.,WRI1006460,13.18,43.213,-8.691
ESP,ENTREPENAS GRUPO 1,WRI1006462,40.8,40.5175,-2.7925
ESP,ERISTE 1,WRI1006463,87.6,42.5899,0.4927
ESP,ESCALES 1,WRI1006464,35.85,42.3161,0.7463
ESP,ESCATRON,WRI1006465,804.36,41.2977,-0.3376
ESP,ESCATRON GR 5,WRI1006466,65.0,41.2961,-0.3376
ESP,ESCOMBRERAS GRUPO 1,WRI1006467,1199.25,7.5732,-0.9392
ESP,EUME GR 1,WRI1006471,54.4,43.427,-8.0671
ESP,EXTRESOL-1,WRI1006473,149.8,38.64,-6.744
ESP,El Bailadero,WKS0065992,9.0,28.177,-16.445
ESP,El Bonillo,WKS0060056,20.0,38.916,-2.55
ESP,El Carpio de Tajo,WKS0071310,50.0,39.87,-4.475
ESP,El Coronil,WKS0060044,16.6,37.0939,-5.6265
ESP,El Coronil I,WKS0063916,10.1,37.0973,-5.6343
ESP,El Coronil II,WKS0063917,10.2,37.0983,-5.6223
ESP,El Cuervo Chico,WKS0063020,20.0,36.84,-6.058
ESP,El Escambron,WKS0060263,4.7,37.2729,-7.3672
ESP,El Realengo,WKS0060088,13.2,38.1995,-0.8
ESP,Elduayen,WKS0060110,11.5,38.8952,-6.26
ESP,Eruela,WKS0060234,7.0,39.4194,-2.9897
ESP,Espartosa,WKS0073058,4.7,38.2813,-1.51
ESP,Extremasol,WKS0060108,10.0,38.8459,-6.43
ESP,FERTIMOLINA,WRI1006477,10.0,40.8436,-1.8876
ESP,FINSA-SANTIAGO,WRI1006480,23.96,42.8805,-8.5457
ESP,FLIX 1,WRI1006481,52.52,41.2331,0.5472
ESP,FORESTAL DEL ATLANTICO,WRI1006483,24.8,43.4604,-8.2551
ESP,FRIEIRA GRUPO 1,WRI1006486,160.61,42.1538,-8.1933
ESP,FUENTE ALAMO III,WRI1006489,75.0,37.7,-1.1
ESP,Finca Verde,WKS0060178,9.0,28.1564,-16.4852
ESP,Fontellas,WKS0061103,8.8,41.99,-1.566
ESP,Fontiveros,WKS0060151,10.0,40.9178,-4.97
ESP,Fuenmayor,WKS0060162,9.9,42.4704,-2.6076
ESP,Fuente Palmera,WKS0060273,6.1,37.7539,-5.0429
ESP,Fuente Álamo,WKS0060028,27.9,37.685,-1.174
ESP,Fuente Álamo I,WKS0063590,14.8,37.685,-1.174
ESP,Fuente Álamo II,WKS0063588,8.9,37.684,-1.179
ESP,Fuente Álamo III,WKS0063589,10.4,37.69,-1.162
ESP,Fuentes de Valdepero,WKS0072903,4.5,42.063,-4.498
ESP,Fustiñana III,WKS0060319,5.4,42.0309,-1.4775
ESP,GABRIEL Y GALAN,WRI1006492,110.4,40.2211,-6.133
ESP,GARONA VERDA,WRI1006494,14.95,0.7046,42.8025
ESP,GENSABON,WRI1006500,12.0,43.3048,-8.5075
ESP,GRADO,WRI1006504,27.2,39.877,-0.0558
ESP,GRADO II 1,WRI1006505,25.71,39.877,-0.0558
ESP,GRANADILLA 1  GAS 1,WRI1006506,693.34,28.0863,-16.4939
ESP,GRUPO TURBO-GENERADOR 2 TIRME-SON REUS,WRI1006520,74.80000000000001,39.5694,2.6502
ESP,GUADALMENA,WRI1006522,15.2,38.3119,-3.0422
ESP,GUASCOR,WRI1006523,13.5,42.2793,-1.7463
ESP,GUIA DE ISORA GAS 1,WRI1006524,43.1,28.2115,-16.7795
ESP,GUIJO DE GRANADILLA 2,WRI1006525,52.21,40.1935,-6.1634
ESP,GUILLENA 1,WRI1006526,207.99,37.641,-6.0724
ESP,Gemasol,WKS0062476,19.9,37.562,-5.332
ESP,General Motors,WKS0060104,11.8,41.755,-1.175
ESP,Girasol,WKS0060344,5.0,38.803,-6.83
ESP,Guadarranque,WKS0060084,12.3,36.195,-5.416
ESP,HEDROSO-ACIBEROS,WRI1006527,31.45,42.0357,-6.9054
ESP,HELIOS I,WRI1006528,99.8,39.2385,-3.4749
ESP,HORTA MEDIO AMBIENTE,WRI1006533,14.94,42.8561,-7.1636
ESP,HOYA DEL MORAL,WRI1006534,40.8,38.8299,-3.5781
ESP,Hellin I+II,WKS0060207,8.0,38.5891,-1.7906
ESP,Hinojar,WKS0060314,5.5,37.685,-1.533
ESP,Hinojos,WKS0060170,9.5,37.268,-6.417
ESP,Hinojosa del Valle,WKS0060100,12.0,38.474,-6.232
ESP,Hoya de Los Vicentes,WKS0060039,20.0,38.364,-1.277
ESP,IP 1,WRI1006560,88.85,42.7163,-0.5256
ESP,IZNAJAR 1,WRI1006562,76.71000000000001,37.2667,-4.4143
ESP,Ibersol CSP,WKS0071076,50.0,38.645,-3.973
ESP,Iniesta,WKS0060356,5.0,39.438,-1.709
ESP,Isla Mayor,WKS0060191,8.4,37.1488,-6.1452
ESP,JINAMAR 10  GAS 2,WRI1006564,234.46000000000004,28.0424,-15.4114
ESP,JOSE M ORIOL  GRUPO 4,WRI1006571,953.32,39.2438,-0.9317
ESP,Jerez de la Frontera,WKS0060311,5.6,36.7076,-6.2309
ESP,L'Olleria and Garrofera,WKS0060239,7.0,38.9287,-0.5115
ESP,LA ALJORRA-CARTAGENA,WRI1006574,27.17,37.4955,-1.4802
ESP,LA BARCA 1,WRI1006575,52.09,28.3504,-14.1076
ESP,LA CALZADA,WRI1006576,30.6,38.6739,-0.8133
ESP,LA DEHESA,WRI1006578,49.9,38.9594,-6.464
ESP,LA FLORIDA,WRI1006580,49.9,38.8145,-6.8377
ESP,LA LORA I,WRI1006583,49.6,42.7744,-4.1676
ESP,LA MUELA CORTES 1,WRI1006586,634.0,39.2628,-0.9192
ESP,LA REMOLINA GR 1,WRI1006591,83.19,42.9036,-5.1437
ESP,LA RISCA,WRI1006592,50.0,38.8269,-6.824
ESP,LA ROBLA GRUPO 2,WRI1006593,619.06,42.7924,-5.634
ESP,LA SARRA,WRI1006594,24.0,42.7713,-0.3345
ESP,LA SERENA,WRI1006595,22.0,38.732,-5.5439
ESP,LA ZARZUELA,WRI1006598,41.8,36.0139,-5.6069
ESP,LAFORTUNADA CINCA 1,WRI1006599,41.400000000000006,42.5741,0.1824
ESP,LAFORTUNADA CINQUETA 1,WRI1006600,40.8,42.5741,0.1824
ESP,LANCHAL,WRI1006601,21.25,40.6336,-4.4669
ESP,LANUZA 1,WRI1006603,52.69,42.7238,-0.2817
ESP,LAS CONCHAS GRUPO 1,WRI1006604,49.38,42.4075,-7.5316
ESP,LAS ONDINAS GR 1,WRI1006607,82.46000000000001,42.8206,-6.4875
ESP,LAS PICADAS GRUPO 1,WRI1006610,24.32,40.3236,-4.2032
ESP,LAS SALINAS 12  DIESEL 9,WRI1006611,72.11,28.5004,-13.8627
ESP,LAS SALINAS 8  GAS 2,WRI1006615,51.25,28.5004,-13.8627
ESP,LAS SALINAS 9 (GAS MOVIL 1),WRI1006617,11.74,28.5004,-13.8627
ESP,LAS VINAS,WRI1006619,38.0,41.6704,-3.6892
ESP,LERIDA,WRI1006620,11.93,41.6167,0.6167
ESP,LES COLLADETES I,WRI1006621,36.63,40.8667,0.7167
ESP,LES FORQUES,WRI1006622,30.0,41.4833,1.2333
ESP,LITORAL DE ALMERIA GR 2,WRI1006625,1119.59,36.9783,-1.9054
ESP,LLAVORSI CARDOS 1,WRI1006626,52.4,42.4951,1.211
ESP,LOS BARRIOS,WRI1006636,570.05,36.1828,-5.42
ESP,LOS CASTRIOS,WRI1006639,26.4,38.15,-1.0167
ESP,LOS GUINCHOS 15   GAS MOVIL 2,WRI1006642,67.3,28.6538,-17.7867
ESP,LOS LLANOS,WRI1006648,38.0,36.4469,-5.2858
ESP,LOS PEARES GRUPO 2,WRI1006651,181.02,42.4637,-7.7237
ESP,La Corchuela,WKS0067994,26.3,38.827,-7.022
ESP,La Flamenca,WKS0060223,7.2,37.28,-7.259
ESP,La Herrera 160,WKS0060376,4.8,38.958,-2.1048
ESP,La Magascona,WKS0063591,20.0,39.4361,-5.9333
ESP,La Magasquila,WKS0063592,10.0,39.4359,-5.9438
ESP,La Muela II Grupo 4,WRI1006587,877.95,39.2438,-0.9317
ESP,La Olmeda,WKS0060289,6.0,41.206,-4.837
ESP,La Puente de Piedra,WKS0060116,11.2,41.4369,-2.5
ESP,La Quintana,WKS0060164,9.8,37.718,-4.89
ESP,La Rambla,WKS0060294,5.7,37.6057,-4.7677
ESP,La Solana,WKS0060249,6.6,38.924,-3.257
ESP,La Veguilla,WKS0060171,9.4,38.0016,-4.3197
ESP,Las Cabezas de San Juan,WKS0060298,5.7,37.07,-6.033
ESP,Las Gabias N,WKS0060159,10.0,37.142,-3.715
ESP,Las Gabias S,WKS0060062,18.0,37.129,-3.712
ESP,Lasesa,WKS0060177,9.0,41.856,-0.061
ESP,Lazagurría,WKS0065988,4.0,42.496,-2.278
ESP,Lebrija 3+4,WKS0060226,7.1,36.964,-6.063
ESP,Llerena I,WKS0060373,4.8,38.2446,-5.9657
ESP,Lobosillo,WKS0060090,12.7,37.7336,-1.0596
ESP,Logrosán,WKS0060361,5.0,39.2946,-5.4885
ESP,Los Navalmorales,WKS0060246,6.6,39.7199,-4.6529
ESP,Los Olivares,WKS0060173,9.1,37.7976,-3.7977
ESP,Losa del Obispo,WKS0060218,7.4,39.687,-0.852
ESP,Lucainena de las Torres,WKS0060037,15.2,37.015,-2.176
ESP,MAHON 10  BURMEISTER N 2,WRI1006655,195.2,39.8964,4.2597
ESP,MAHON TG4,WRI1006662,50.0,39.8964,4.2597
ESP,MAJADAS,WRI1006663,49.9,39.9687,-5.7417
ESP,MALA1 (CTCC MALAGA),WRI1006664,415.509,36.7495,-4.5631
ESP,MANCHASOL-2,WRI1006665,99.8,39.1838,-3.3119
ESP,MANDEO-ZARZO,WRI1006666,25.6,43.2347,-8.0171
ESP,MEDIANO 1,WRI1006670,66.97,42.3227,0.2438
ESP,MEIRAMA GRUPO 1,WRI1006671,557.2,43.1685,-8.4111
ESP,MELILLA 13,WRI1006672,46.900000000000006,35.29,-2.94
ESP,MENUZA,WRI1006675,27.716,41.3217,-0.3508
ESP,MEQUINENZA 1,WRI1006676,322.36,41.3687,0.2765
ESP,MICHELIN ARANDA,WRI1006677,31.866,41.6704,-3.6892
ESP,MICHELIN VALLADOLID $$,WRI1006678,46.0,41.6552,-4.7237
ESP,MONTAMARA 1,WRI1006685,92.42,42.5758,1.1423
ESP,MONTEFURADO 3,WRI1006689,44.29,42.4768,-7.2746
ESP,MONTEJO DE BRICIA,WRI1006690,13.6,40.6325,-5.6229
ESP,MONTIJA,WRI1006691,30.8,38.9503,-0.652
ESP,MORALETS 1,WRI1006693,219.14,42.5787,0.7587
ESP,MUDEFER,WRI1006695,57.6,41.0333,0.25
ESP,MUELA DE MORATALLA,WRI1006697,49.5,38.9667,-1.2167
ESP,Madridejos,WKS0060181,8.8,39.492,-3.535
ESP,Magacela,WKS0060123,10.9,38.913,-5.7048
ESP,Magec de Abona,WKS0060264,6.3,28.1408,-16.4622
ESP,Mahora,WKS0060073,15.0,39.2101,-1.75
ESP,Malagón,WKS0060197,8.0,39.261,-4.087
ESP,Malpartida de Cáceres,WKS0073057,10.0,39.467,-6.51
ESP,Manchasol-2,WKS0071032,50.0,39.181,-3.314
ESP,Manzanares,WKS0060285,6.0,39.0041,-3.4111
ESP,Mazarrón,WKS0060256,6.3,37.642,-1.348
ESP,Mazarrón Conergy,WKS0061095,5.2,37.626,-1.361
ESP,Medina,WKS0065692,7.1,41.3432,-4.92
ESP,Mendavia,WKS0065990,4.0,42.4684,-2.2781
ESP,Moclinejo,WKS0060232,7.0,36.7848,-4.2672
ESP,Monte Alto,WKS0060169,9.5,42.26,-1.775
ESP,Moraleja,WKS0060371,4.8,40.062,-6.675
ESP,Moratalla,WKS0060119,10.0,38.301,-1.763
ESP,Morita,WKS0060183,8.7,37.4542,-4.6968
ESP,Morón,WKS0071086,50.0,37.16,-5.55
ESP,NARCEA GRUPO 3,WRI1006702,553.6400000000001,43.2924,-6.3937
ESP,NEUMATICOS MICHELIN-VITORIA,WRI1006705,47.0,42.85,-2.6667
ESP,NUFRI,WRI1006706,10.0,41.6333,0.9
ESP,OLEXTRA,WRI1006712,16.647,42.069,1.3135
ESP,OLIANA 3,WRI1006711,37.62,41.9397,1.1954
ESP,Olivenza,WKS0060061,18.0,38.7217,-7.1375
ESP,Olmeda de la Cuesta,WKS0060216,7.6,40.319,-2.475
ESP,Olmedilla,WKS0060007,60.0,39.619,-2.086
ESP,Olmedilla de Alarcón,WKS0060107,10.0,39.6393,-2.0965
ESP,Olmedilla de Alarcón 6MW,WKS0060288,6.0,39.6034,-2.0829
ESP,P. E.  ALAIZ Y AMPLIACION,WRI1006720,26.4,42.737,-1.6331
ESP,P. E.  CARRASQUILLO,WRI1006724,49.3,42.1933,-4.2939
ESP,P. E.  ESCURRILLO,WRI1006725,49.5,42.2142,-2.1649
ESP,P. E.  LA CARRACHA,WRI1006730,49.5,41.5801,-1.1172
ESP,P. E.  LA GAMONEDA (AMPLIADA CON RE-1814),WRI1006731,19.8,42.0357,-6.9054
ESP,P. E.  LAS LOMILLAS,WRI1006732,49.5,39.5,-2.1667
ESP,P. E.  MANZANAL,WRI1006733,33.75,42.0286,-2.231
ESP,P. E.  MONTE SEIXO-CANDO,WRI1006734,34.98,42.4,-8.4333
ESP,P. E.  NEREA,WRI1006735,39.75,43.6604,-8.0572
ESP,P. E.  OS CORVOS Y  COUCEPENIDO,WRI1023526,33.0,43.6907,-7.958
ESP,P. E.  PAXAREIRAS- MONTEVOS (PAXAREIRAS I Y II A),WRI1006737,39.6,42.8233,-9.0891
ESP,P. E.  PLANAS DE POLA,WRI1006738,35.64,41.918,-1.2534
ESP,P. E. AMPLIACION A LA GAMONEDA (AMPL. RE-2623),WRI1006747,29.75,42.0357,-6.9054
ESP,P. E. AMPLIACION PUERTO DE MALAGA,WRI1006748,12.85,37.5251,-7.4925
ESP,P. E. AMPLIACION SERRA DA LOBA (PENA REVOLTA),WRI1006749,10.0,43.3333,-8.0167
ESP,P. E. BOQUERON UNIFICADO,WRI1006753,49.5,41.8341,-1.5327
ESP,P. E. CALLEJAS,WRI1006755,49.5,39.6,-1.8
ESP,P. E. CAMPALBO,WRI1006756,49.3,39.9,-1.2667
ESP,P. E. CARCELEN,WRI1006759,49.6,38.9505,-2.5405
ESP,P. E. CASTILFRIO,WRI1023527,24.75,41.9461,-2.2822
ESP,P. E. CERRO DE LA PUNTA,WRI1006763,24.42,39.8667,-1.2167
ESP,P. E. CERRO DEL PALO,WRI1006764,49.5,39.5,-2.1667
ESP,P. E. CERRO VICENTE,WRI1006766,68.85,38.9209,-1.7202
ESP,P. E. CINSEIRO,WRI1006769,12.0,42.0357,-6.9054
ESP,P. E. CLARES,WRI1006770,32.0,41.0337,-2.1434
ESP,P. E. CORTIJO DE GUERRA I,WRI1006772,40.8,36.6865,-6.1361
ESP,P. E. CUESTA COLORADA,WRI1006774,49.5,39.4085,-2.2017
ESP,P. E. CUESTA MANERA,WRI1006775,49.5,41.9161,-4.7803
ESP,P. E. DE HIGUERUELA,WRI1006778,37.6,39.8667,-1.2167
ESP,P. E. DE MALPICA,WRI1006779,16.575,43.3228,-8.8105
ESP,P. E. DE MONTOUTO,WRI1006780,20.46,43.3,-7.6833
ESP,P. E. DE PAXAREIRAS II B (ADRANO),WRI1006781,21.6,42.8233,-9.0891
ESP,P. E. EL CAYO,WRI1006788,24.75,41.992,-2.3283
ESP,P. E. EL HIERRO,WRI1006791,38.4,41.6698,-5.931
ESP,P. E. EL PERDON,WRI1006792,20.0,42.7485,-1.7226
ESP,P. E. EL PILAR,WRI1006794,15.0,41.5801,-1.1172
ESP,P. E. EL REDONDAL (2 FASE 28/3/05),WRI1006797,30.6,42.5794,-6.4684
ESP,P. E. EL SARDON,WRI1006798,25.5,36.7702,-2.9543
ESP,P. E. ENTREDICHO,WRI1006800,36.0,41.3424,-0.9599
ESP,P. E. ESCALON,WRI1006801,30.0,40.1669,-4.4048
ESP,P. E. FUENDETODOS II (UNIFICADO),WRI1006802,47.2,41.3424,-0.9599
ESP,P. E. LA CABANA,WRI1006806,41.65,39.234,-3.8525
ESP,P. E. LA CUERDA,WRI1006808,31.02,38.8346,-1.4603
ESP,P. E. LA MUELA NORTE (UNIFICADO),WRI1006810,29.75,41.5801,-1.1172
ESP,P. E. LA MUNECA,WRI1006811,40.5,39.2167,-2.15
ESP,P. E. LA PENUCA,WRI1006813,33.0,41.1748,-6.5194
ESP,P. E. LA PLATA,WRI1006814,21.25,39.9856,-3.369
ESP,P. E. LA SERRETA (UNIFICADO CON AMPLIACION),WRI1006815,49.5,41.6336,-1.2744
ESP,P. E. LAS CABRILLAS,WRI1006819,28.5,40.5327,-0.2625
ESP,P. E. LOS ALBUREJOS,WRI1006826,10.0,36.4569,-5.9272
ESP,P. E. LOS ALMENDROS II,WRI1006827,28.0,38.4792,-1.325
ESP,P. E. LOS CANTALES,WRI1006829,23.54,41.6336,-1.2744
ESP,P. E. LOS REVENTONES,WRI1006832,34.0,38.4792,-1.325
ESP,P. E. MAGALLON 26,WRI1006834,10.8,41.8325,-1.4598
ESP,P. E. MAGANA,WRI1006835,24.75,41.9009,-2.1627
ESP,P. E. MALLEN,WRI1006837,29.8,41.0475,-2.2048
ESP,P. E. MARANCHON I,WRI1006838,66.0,41.0475,-2.2048
ESP,P. E. MARANCHON SUR,WRI1006839,12.0,41.0475,-2.2048
ESP,P. E. MAZA,WRI1006840,49.5,39.6,-1.8
ESP,P. E. MONASTERIO DE RODILLA,WRI1006842,11.4,38.0833,-6.2667
ESP,P. E. MUEL,WRI1006846,16.2,41.4663,-1.085
ESP,P. E. PLA DE EMBALAGUE,WRI1006851,36.0,40.5327,-0.2625
ESP,P. E. PLANA DE JARRETA,WRI1006852,49.5,41.5801,-1.1172
ESP,P. E. RIO GALLEGO (UNIFICADO),WRI1006856,36.0,41.6544,-0.8494
ESP,P. E. SAN ESTEBAN FASE I,WRI1006858,66.47,42.4171,-7.7498
ESP,P. E. SANTA QUITERIA,WRI1006861,36.0,42.0425,-0.5814
ESP,P. E. SERRA DA LOBA,WRI1006864,36.0,43.3126,-7.9146
ESP,P. E. SERRA DO CANDO,WRI1006865,29.23,42.4,-8.4333
ESP,P. E. SIERRA COSTERA  II,WRI1006867,40.8,40.7081,-0.9149
ESP,P. E. SIERRA DE LOS LAGOS,WRI1006871,38.94,43.2731,-6.6215
ESP,P. E. SILVARREDONDA,WRI1006877,16.9,43.2004,-8.8728
ESP,P. E. TIJOLA,WRI1006879,36.0,37.3461,-2.4333
ESP,P. E. VALPARAISO,WRI1006882,41.25,42.0228,-6.3303
ESP,P. E. VALPARDO,WRI1006883,21.25,40.594,-4.4115
ESP,P. E. VEDADILLO,WRI1006884,49.5,42.3897,-1.7932
ESP,P. E. VIRGEN DE BELEN I (AMPL. 10000 KW  2-2-06),WRI1006885,57.52,38.8795,-1.3123
ESP,P. E. VIRGEN DE LOS LLANOS I,WRI1023528,49.5,38.9722,-1.4518
ESP,P. E.MUELA DE TORTOSILLA,WRI1006888,36.96,38.9667,-1.2167
ESP,P.E . PEDREGOSO B,WRI1006892,14.85,36.0139,-5.6069
ESP,P.E.  ALABE-MONTEMAYOR SUR,WRI1006899,12.75,43.3667,-7.4833
ESP,P.E.  ALABE-TERRAL,WRI1006900,27.0,43.3667,-7.4833
ESP,P.E.  BUIO,WRI1006902,40.3,43.2674,-8.7833
ESP,P.E.  DE BARBANZA,WRI1006904,19.8,42.7248,-9.0053
ESP,P.E.  HOYA GONZALO,WRI1006910,49.5,38.9579,-1.5568
ESP,P.E.  PEDREGOSO A,WRI1006912,14.85,36.0139,-5.6069
ESP,P.E.  RABOSERA,WRI1006913,31.35,42.0482,-0.9103
ESP,P.E.  RIOBOO,WRI1006914,20.8,42.6333,-7.95
ESP,P.E.  TEA,WRI1006916,48.1,42.2167,-8.3667
ESP,P.E. ALDEAVIEJA,WRI1006925,14.52,40.7067,-4.5002
ESP,P.E. ALIJAR,WRI1006927,24.0,36.6865,-6.1361
ESP,P.E. ALMAREN UNIFICADO,WRI1006928,11.9,41.486,-1.595
ESP,P.E. ALMODOVAR II,WRI1006930,28.5,37.8107,-5.0204
ESP,P.E. AMPLIACION HEDROSO ACIBEROS,WRI1006937,14.0,42.0357,-6.9054
ESP,P.E. BELMONTE,WRI1023529,34.85,43.3081,-6.2688
ESP,P.E. BULLANA,WRI1006948,38.0,42.9684,-7.0854
ESP,P.E. CABEZUELO,WRI1006952,30.0,39.2333,-1.75
ESP,P.E. CALARES,WRI1006954,50.0,40.7767,-1.6498
ESP,P.E. CALDEREROS,WRI1006955,19.8,40.8131,-1.5964
ESP,P.E. CAMPISABALOS,WRI1006957,24.42,43.3828,-4.0024
ESP,P.E. CANREDONDO I,WRI1006959,28.0,40.8126,-2.4938
ESP,P.E. CARAMONTE,WRI1006962,49.94,41.1722,-2.4348
ESP,P.E. CARBALLEIRA,WRI1006963,24.42,42.4168,-7.764
ESP,P.E. CERRO BLANCO,WRI1006975,42.0,42.5273,-3.4383
ESP,P.E. CERRO DEL CALDERON,WRI1006978,49.5,39.4085,-2.2017
ESP,P.E. CERRO EL COLINETE,WRI1006980,11.05,41.8804,-4.3624
ESP,P.E. CERROS DE RADONA,WRI1006984,40.0,41.2513,-2.5268
ESP,P.E. CHANTADA,WRI1006986,48.0,42.6088,-7.7712
ESP,P.E. CIEZA,WRI1006988,20.0,38.24,-1.4199
ESP,P.E. CORZAN,WRI1006994,36.0,42.904,-8.7427
ESP,P.E. DE CASTELO,WRI1006999,16.5,43.2384,-8.3843
ESP,P.E. DE MONTE DA SERRA,WRI1007001,14.4,43.5333,-7.9333
ESP,P.E. DE MONTE MARBAN,WRI1007002,11.4,43.5333,-7.9333
ESP,P.E. DE TORTOSA,WRI1007003,29.9,40.8125,0.5216
ESP,P.E. DO VILAN,WRI1007005,16.9,37.1766,-2.9502
ESP,P.E. DOLAR 1,WRI1007006,99.0,37.1766,-2.9502
ESP,P.E. ECHAGUE,WRI1007008,23.1,42.6525,-1.626
ESP,P.E. EL CONJURO,WRI1007014,13.6,36.7507,-3.5179
ESP,P.E. EL COTEREJON I,WRI1007015,18.0,40.4532,-4.4647
ESP,P.E. EL GRANADO,WRI1007019,14.45,41.0983,-2.5741
ESP,P.E. EL GUIJO II,WRI1007020,64.0,41.0983,-2.5741
ESP,P.E. EL MORAL,WRI1007021,40.0,38.8299,-3.5781
ESP,P.E. EL PICAZO,WRI1007026,14.0,39.45,-2.0833
ESP,P.E. EL PINO,WRI1007027,24.6,36.1848,-5.4921
ESP,P.E. EL ROMERAL,WRI1007030,14.45,37.4712,-5.6461
ESP,P.E. ELGEA-URKILLA,WRI1007034,32.3,43.1,-2.6333
ESP,P.E. EN ROBRES,WRI1007037,24.0,41.8675,-0.4609
ESP,P.E. FARRAPA I,WRI1007042,20.0,43.3667,-7.4833
ESP,P.E. FERREIRA 2,WRI1007043,49.5,-2.9997,37.2174
ESP,P.E. FOLCH II,WRI1023535,64.5,-0.2108,40.4682
ESP,P.E. FUENDETODOS I,WRI1007050,46.0,41.3424,-0.9599
ESP,P.E. HINOJAL I,WRI1007055,14.0,36.0139,-5.6069
ESP,P.E. LA CELAYA,WRI1007064,28.8,37.3449,-2.5091
ESP,P.E. LA CERRADILLA,WRI1007065,63.5,37.3449,-2.5091
ESP,P.E. LA COTERA,WRI1007066,18.0,43.3598,-4.3493
ESP,P.E. LA DEHESICA,WRI1007067,28.5,39.2167,-2.15
ESP,P.E. LA FUENSANTA,WRI1007071,49.5,38.6492,-1.98
ESP,P.E. LA HERRERIA,WRI1007072,44.8,36.0139,-5.6069
ESP,P.E. LA LOSILLA,WRI1007075,11.9,38.9209,-1.7202
ESP,P.E. LA MUELA I,WRI1007077,49.5,39.4085,-2.2017
ESP,P.E. LA PENA I,WRI1007078,69.0,42.0439,-3.937
ESP,P.E. LA TORRECILLA,WRI1007084,38.25,40.8127,-0.8454
ESP,P.E. LA ZARZUELA II,WRI1007087,16.0,36.0139,-5.6069
ESP,P.E. LARRIBA - HORNILLOS (2 FASE 31/5/05),WRI1007090,32.0,42.189,-2.2951
ESP,P.E. LAS PARDAS,WRI1007093,49.5,41.8804,-4.3624
ESP,P.E. LEBOREIRO,WRI1007096,21.12,43.4668,-7.7238
ESP,P.E. LEZUZA,WRI1007098,30.0,38.9497,-2.3542
ESP,P.E. LOS LABRADOS,WRI1007115,24.0,41.5558,-0.9601
ESP,P.E. LOS LLANOS,WRI1007116,33.4,36.4469,-5.2858
ESP,P.E. LUBIAN,WRI1007122,50.0,42.0357,-6.9054
ESP,P.E. MAJALES,WRI1007125,49.5,38.6722,-2.4099
ESP,P.E. MAJOGAZAS,WRI1007126,49.5,39.1667,-3.8542
ESP,P.E. MALAGON II,WRI1007127,50.0,39.2741,-4.0554
