Country_Code,Year,Biofuel_Consumption,Coal_Consumption,Fossil_Fuel_Consumption,Gas_Consumption,Hydro_Consumption,Nuclear_Consumption,Low_Carbon_Consumption,Oil_Consumption,Other_Renewable_Consumption,Renewables_Consumption,Solar_Consumption,Wind_Consumption
AFG,1900,,,,,,,,,,,,
AFG,1901,,,,,,,,,,,,
AFG,1902,,,,,,,,,,,,
AFG,1903,,,,,,,,,,,,
AFG,1904,,,,,,,,,,,,
AFG,1905,,,,,,,,,,,,
AFG,1906,,,,,,,,,,,,
AFG,1907,,,,,,,,,,,,
AFG,1908,,,,,,,,,,,,
AFG,1909,,,,,,,,,,,,
AFG,1910,,,,,,,,,,,,
AFG,1911,,,,,,,,,,,,
AFG,1912,,,,,,,,,,,,
AFG,1913,,,,,,,,,,,,
AFG,1914,,,,,,,,,,,,
AFG,1915,,,,,,,,,,,,
AFG,1916,,,,,,,,,,,,
AFG,1917,,,,,,,,,,,,
AFG,1918,,,,,,,,,,,,
AFG,1919,,,,,,,,,,,,
AFG,1920,,,,,,,,,,,,
AFG,1921,,,,,,,,,,,,
AFG,1922,,,,,,,,,,,,
AFG,1923,,,,,,,,,,,,
AFG,1924,,,,,,,,,,,,
AFG,1925,,,,,,,,,,,,
AFG,1926,,,,,,,,,,,,
AFG,1927,,,,,,,,,,,,
AFG,1928,,,,,,,,,,,,
AFG,1929,,,,,,,,,,,,
AFG,1930,,,,,,,,,,,,
AFG,1931,,,,,,,,,,,,
AFG,1932,,,,,,,,,,,,
AFG,1933,,,,,,,,,,,,
AFG,1934,,,,,,,,,,,,
AFG,1935,,,,,,,,,,,,
AFG,1936,,,,,,,,,,,,
AFG,1937,,,,,,,,,,,,
AFG,1938,,,,,,,,,,,,
AFG,1939,,,,,,,,,,,,
AFG,1940,,,,,,,,,,,,
AFG,1941,,,,,,,,,,,,
AFG,1942,,,,,,,,,,,,
AFG,1943,,,,,,,,,,,,
AFG,1944,,,,,,,,,,,,
AFG,1945,,,,,,,,,,,,
AFG,1946,,,,,,,,,,,,
AFG,1947,,,,,,,,,,,,
AFG,1948,,,,,,,,,,,,
AFG,1949,,,,,,,,,,,,
AFG,1950,,,,,,,,,,,,
AFG,1951,,,,,,,,,,,,
AFG,1952,,,,,,,,,,,,
AFG,1953,,,,,,,,,,,,
AFG,1954,,,,,,,,,,,,
AFG,1955,,,,,,,,,,,,
AFG,1956,,,,,,,,,,,,
AFG,1957,,,,,,,,,,,,
AFG,1958,,,,,,,,,,,,
AFG,1959,,,,,,,,,,,,
AFG,1960,,,,,,,,,,,,
AFG,1961,,,,,,,,,,,,
AFG,1962,,,,,,,,,,,,
AFG,1963,,,,,,,,,,,,
AFG,1964,,,,,,,,,,,,
AFG,1965,,,,,,,,,,,,
AFG,1966,,,,,,,,,,,,
AFG,1967,,,,,,,,,,,,
AFG,1968,,,,,,,,,,,,
AFG,1969,,,,,,,,,,,,
AFG,1970,,,,,,,,,,,,
AFG,1971,,,,,,,,,,,,
AFG,1972,,,,,,,,,,,,
AFG,1973,,,,,,,,,,,,
AFG,1974,,,,,,,,,,,,
AFG,1975,,,,,,,,,,,,
AFG,1976,,,,,,,,,,,,
AFG,1977,,,,,,,,,,,,
AFG,1978,,,,,,,,,,,,
AFG,1979,,,,,,,,,,,,
AFG,1980,,,,,,,,,,,,
AFG,1981,,,,,,,,,,,,
AFG,1982,,,,,,,,,,,,
AFG,1983,,,,,,,,,,,,
AFG,1984,,,,,,,,,,,,
AFG,1985,,,,,,,,,,,,
AFG,1986,,,,,,,,,,,,
AFG,1987,,,,,,,,,,,,
AFG,1988,,,,,,,,,,,,
AFG,1989,,,,,,,,,,,,
AFG,1990,,,,,,,,,,,,
AFG,1991,,,,,,,,,,,,
AFG,1992,,,,,,,,,,,,
AFG,1993,,,,,,,,,,,,
AFG,1994,,,,,,,,,,,,
AFG,1995,,,,,,,,,,,,
AFG,1996,,,,,,,,,,,,
AFG,1997,,,,,,,,,,,,
AFG,1998,,,,,,,,,,,,
AFG,1999,,,,,,,,,,,,
AFG,2000,,,,,,,,,,,,
AFG,2001,,,,,,,,,,,,
AFG,2002,,,,,,,,,,,,
AFG,2003,,,,,,,,,,,,
AFG,2004,,,,,,,,,,,,
AFG,2005,,,,,,,,,,,,
AFG,2006,,,,,,,,,,,,
AFG,2007,,,,,,,,,,,,
AFG,2008,,,,,,,,,,,,
AFG,2009,,,,,,,,,,,,
AFG,2010,,,,,,,,,,,,
AFG,2011,,,,,,,,,,,,
AFG,2012,,,,,,,,,,,,
AFG,2013,,,,,,,,,,,,
AFG,2014,,,,,,,,,,,,
AFG,2015,,,,,,,,,,,,
AFG,2016,,,,,,,,,,,,
AFG,2017,,,,,,,,,,,,
AFG,2018,,,,,,,,,,,,
AFG,2019,,,,,,,,,,,,
AFG,2020,,,,,,,,,,,,
ALB,1900,,,,,,,,,,,,
ALB,1901,,,,,,,,,,,,
ALB,1902,,,,,,,,,,,,
ALB,1903,,,,,,,,,,,,
ALB,1904,,,,,,,,,,,,
ALB,1905,,,,,,,,,,,,
ALB,1906,,,,,,,,,,,,
ALB,1907,,,,,,,,,,,,
ALB,1908,,,,,,,,,,,,
ALB,1909,,,,,,,,,,,,
ALB,1910,,,,,,,,,,,,
ALB,1911,,,,,,,,,,,,
ALB,1912,,,,,,,,,,,,
ALB,1913,,,,,,,,,,,,
ALB,1914,,,,,,,,,,,,
ALB,1915,,,,,,,,,,,,
ALB,1916,,,,,,,,,,,,
ALB,1917,,,,,,,,,,,,
ALB,1918,,,,,,,,,,,,
ALB,1919,,,,,,,,,,,,
ALB,1920,,,,,,,,,,,,
ALB,1921,,,,,,,,,,,,
ALB,1922,,,,,,,,,,,,
ALB,1923,,,,,,,,,,,,
ALB,1924,,,,,,,,,,,,
ALB,1925,,,,,,,,,,,,
ALB,1926,,,,,,,,,,,,
ALB,1927,,,,,,,,,,,,
ALB,1928,,,,,,,,,,,,
ALB,1929,,,,,,,,,,,,
ALB,1930,,,,,,,,,,,,
ALB,1931,,,,,,,,,,,,
ALB,1932,,,,,,,,,,,,
ALB,1933,,,,,,,,,,,,
ALB,1934,,,,,,,,,,,,
ALB,1935,,,,,,,,,,,,
ALB,1936,,,,,,,,,,,,
ALB,1937,,,,,,,,,,,,
ALB,1938,,,,,,,,,,,,
ALB,1939,,,,,,,,,,,,
ALB,1940,,,,,,,,,,,,
ALB,1941,,,,,,,,,,,,
ALB,1942,,,,,,,,,,,,
ALB,1943,,,,,,,,,,,,
ALB,1944,,,,,,,,,,,,
ALB,1945,,,,,,,,,,,,
ALB,1946,,,,,,,,,,,,
ALB,1947,,,,,,,,,,,,
ALB,1948,,,,,,,,,,,,
ALB,1949,,,,,,,,,,,,
ALB,1950,,,,,,,,,,,,
ALB,1951,,,,,,,,,,,,
ALB,1952,,,,,,,,,,,,
ALB,1953,,,,,,,,,,,,
ALB,1954,,,,,,,,,,,,
ALB,1955,,,,,,,,,,,,
ALB,1956,,,,,,,,,,,,
ALB,1957,,,,,,,,,,,,
ALB,1958,,,,,,,,,,,,
ALB,1959,,,,,,,,,,,,
ALB,1960,,,,,,,,,,,,
ALB,1961,,,,,,,,,,,,
ALB,1962,,,,,,,,,,,,
ALB,1963,,,,,,,,,,,,
ALB,1964,,,,,,,,,,,,
ALB,1965,,,,,,,,,,,,
ALB,1966,,,,,,,,,,,,
ALB,1967,,,,,,,,,,,,
ALB,1968,,,,,,,,,,,,
ALB,1969,,,,,,,,,,,,
ALB,1970,,,,,,,,,,,,
ALB,1971,,,,,,,,,,,,
ALB,1972,,,,,,,,,,,,
ALB,1973,,,,,,,,,,,,
ALB,1974,,,,,,,,,,,,
ALB,1975,,,,,,,,,,,,
ALB,1976,,,,,,,,,,,,
ALB,1977,,,,,,,,,,,,
ALB,1978,,,,,,,,,,,,
ALB,1979,,,,,,,,,,,,
ALB,1980,,,,,,,,,,,,
ALB,1981,,,,,,,,,,,,
ALB,1982,,,,,,,,,,,,
ALB,1983,,,,,,,,,,,,
ALB,1984,,,,,,,,,,,,
ALB,1985,,,,,,,,,,,,
ALB,1986,,,,,,,,,,,,
ALB,1987,,,,,,,,,,,,
ALB,1988,,,,,,,,,,,,
ALB,1989,,,,,,,,,,,,
ALB,1990,,,,,,,,,,,,
ALB,1991,,,,,,,,,,,,
ALB,1992,,,,,,,,,,,,
ALB,1993,,,,,,,,,,,,
ALB,1994,,,,,,,,,,,,
ALB,1995,,,,,,,,,,,,
ALB,1996,,,,,,,,,,,,
ALB,1997,,,,,,,,,,,,
ALB,1998,,,,,,,,,,,,
ALB,1999,,,,,,,,,,,,
ALB,2000,,,,,,,,,,,,
ALB,2001,,,,,,,,,,,,
ALB,2002,,,,,,,,,,,,
ALB,2003,,,,,,,,,,,,
ALB,2004,,,,,,,,,,,,
ALB,2005,,,,,,,,,,,,
ALB,2006,,,,,,,,,,,,
ALB,2007,,,,,,,,,,,,
ALB,2008,,,,,,,,,,,,
ALB,2009,,,,,,,,,,,,
ALB,2010,,,,,,,,,,,,
ALB,2011,,,,,,,,,,,,
ALB,2012,,,,,,,,,,,,
ALB,2013,,,,,,,,,,,,
ALB,2014,,,,,,,,,,,,
ALB,2015,,,,,,,,,,,,
ALB,2016,,,,,,,,,,,,
ALB,2017,,,,,,,,,,,,
ALB,2018,,,,,,,,,,,,
ALB,2019,,,,,,,,,,,,
ALB,2020,,,,,,,,,,,,
DZA,1900,,,,,,,,,,,,
DZA,1901,,,,,,,,,,,,
DZA,1902,,,,,,,,,,,,
DZA,1903,,,,,,,,,,,,
DZA,1904,,,,,,,,,,,,
DZA,1905,,,,,,,,,,,,
DZA,1906,,,,,,,,,,,,
DZA,1907,,,,,,,,,,,,
DZA,1908,,,,,,,,,,,,
DZA,1909,,,,,,,,,,,,
DZA,1910,,,,,,,,,,,,
DZA,1911,,,,,,,,,,,,
DZA,1912,,,,,,,,,,,,
DZA,1913,,,,,,,,,,,,
DZA,1914,,,,,,,,,,,,
DZA,1915,,,,,,,,,,,,
DZA,1916,,,,,,,,,,,,
DZA,1917,,,,,,,,,,,,
DZA,1918,,,,,,,,,,,,
DZA,1919,,,,,,,,,,,,
DZA,1920,,,,,,,,,,,,
DZA,1921,,,,,,,,,,,,
DZA,1922,,,,,,,,,,,,
DZA,1923,,,,,,,,,,,,
DZA,1924,,,,,,,,,,,,
DZA,1925,,,,,,,,,,,,
DZA,1926,,,,,,,,,,,,
DZA,1927,,,,,,,,,,,,
DZA,1928,,,,,,,,,,,,
DZA,1929,,,,,,,,,,,,
DZA,1930,,,,,,,,,,,,
DZA,1931,,,,,,,,,,,,
DZA,1932,,,,,,,,,,,,
DZA,1933,,,,,,,,,,,,
DZA,1934,,,,,,,,,,,,
DZA,1935,,,,,,,,,,,,
DZA,1936,,,,,,,,,,,,
DZA,1937,,,,,,,,,,,,
DZA,1938,,,,,,,,,,,,
DZA,1939,,,,,,,,,,,,
DZA,1940,,,,,,,,,,,,
DZA,1941,,,,,,,,,,,,
DZA,1942,,,,,,,,,,,,
DZA,1943,,,,,,,,,,,,
DZA,1944,,,,,,,,,,,,
DZA,1945,,,,,,,,,,,,
DZA,1946,,,,,,,,,,,,
DZA,1947,,,,,,,,,,,,
DZA,1948,,,,,,,,,,,,
DZA,1949,,,,,,,,,,,,
DZA,1950,,,,,,,,,,,,
DZA,1951,,,,,,,,,,,,
DZA,1952,,,,,,,,,,,,
DZA,1953,,,,,,,,,,,,
DZA,1954,,,,,,,,,,,,
DZA,1955,,,,,,,,,,,,
DZA,1956,,,,,,,,,,,,
DZA,1957,,,,,,,,,,,,
DZA,1958,,,,,,,,,,,,
DZA,1959,,,,,,,,,,,,
DZA,1960,,,,,,,,,,,,
DZA,1961,,,,,,,,,,,,
DZA,1962,,,,,,,,,,,,
DZA,1963,,,,,,,,,,,,
DZA,1964,,,,,,,,,,,,
DZA,1965,,0.814,23.65,7.431,1.183,0.0,1.183,15.405,0.0,1.183,0.0,0.0
DZA,1966,,0.791,28.783,7.719,1.05,0.0,1.05,20.273,0.0,1.05,0.0,0.0
DZA,1967,,0.605,27.035,7.488,1.212,0.0,1.212,18.942,0.0,1.212,0.0,0.0
DZA,1968,,0.64,28.68,7.873,1.665,0.0,1.665,20.167,0.0,1.665,0.0,0.0
DZA,1969,,0.814,32.472,10.352,1.067,0.0,1.067,21.306,0.0,1.067,0.0,0.0
DZA,1970,,0.965,35.044,9.731,1.715,0.0,1.715,24.348,0.0,1.715,0.0,0.0
DZA,1971,,0.267,38.757,11.049,0.976,0.0,0.976,27.44,0.0,0.976,0.0,0.0
DZA,1972,,0.233,43.184,12.83,1.464,0.0,1.464,30.121,0.0,1.464,0.0,0.0
DZA,1973,,0.267,51.027,17.859,2.224,0.0,2.224,32.9,0.0,2.224,0.0,0.0
DZA,1974,,0.221,57.439,20.674,1.47,0.0,1.47,36.544,0.0,1.47,0.0,0.0
DZA,1975,,0.279,69.4,28.49,0.97,0.0,0.97,40.631,0.0,0.97,0.0,0.0
DZA,1976,,0.547,80.952,33.688,1.15,0.0,1.15,46.718,0.0,1.15,0.0,0.0
DZA,1977,,0.709,89.417,35.901,0.795,0.0,0.795,52.806,0.0,0.795,0.0,0.0
DZA,1978,,0.361,112.622,57.654,0.739,0.0,0.739,54.608,0.0,0.739,0.0,0.0
DZA,1979,,0.837,147.68,81.524,0.86,0.0,0.86,65.319,0.0,0.86,0.0,0.0
DZA,1980,,0.744,176.383,109.436,0.76,0.0,0.76,66.202,0.0,0.76,0.0,0.0
DZA,1981,,0.523,214.104,142.257,1.082,0.0,1.082,71.323,0.0,1.082,0.0,0.0
DZA,1982,,9.711,246.696,161.411,1.416,0.0,1.416,75.573,0.0,1.416,0.0,0.0
DZA,1983,,8.664,270.272,176.715,0.695,0.0,0.695,84.892,0.0,0.695,0.0,0.0
DZA,1984,,9.606,258.86,155.251,1.337,0.0,1.337,94.002,0.0,1.337,0.0,0.0
DZA,1985,,10.025,260.386,153.807,1.91,0.0,1.91,96.554,0.0,1.91,0.0,0.0
DZA,1986,,10.293,276.751,168.437,0.739,0.0,0.739,98.021,0.0,0.739,0.0,0.0
DZA,1987,,12.305,283.693,172.288,1.476,0.0,1.476,99.101,0.0,1.476,0.0,0.0
DZA,1988,,11.572,304.881,194.136,0.541,0.0,0.541,99.173,0.0,0.541,0.0,0.0
DZA,1989,,9.781,296.4,182.683,0.668,0.0,0.668,103.937,0.0,0.668,0.0,0.0
DZA,1990,,7.664,314.575,195.099,0.399,0.0,0.399,111.812,0.0,0.399,0.0,0.0
DZA,1991,,7.908,311.229,192.692,0.866,0.0,0.866,110.628,0.0,0.866,0.0,0.0
DZA,1992,,9.397,319.638,198.949,0.588,0.0,0.588,111.293,0.0,0.588,0.0,0.0
DZA,1993,,7.653,296.951,178.544,1.044,0.0,1.044,110.755,0.0,1.044,0.0,0.0
DZA,1994,,7.211,301.43,188.169,0.491,0.0,0.491,106.051,0.0,0.491,0.0,0.0
DZA,1995,,7.211,312.574,202.221,0.571,0.0,0.571,103.142,0.0,0.571,0.0,0.0
DZA,1996,,3.396,309.526,207.707,0.399,0.0,0.399,98.422,0.0,0.399,0.0,0.0
DZA,1997,,5.955,297.638,194.04,0.222,0.0,0.222,97.643,0.0,0.222,0.0,0.0
DZA,1998,,6.373,307.713,200.681,0.636,0.0,0.636,100.659,0.0,0.636,0.0,0.0
DZA,1999,,6.827,310.834,205.109,0.6,0.0,0.6,98.898,0.0,0.6,0.0,0.0
DZA,2000,,5.641,299.786,191.013,0.16,0.0,0.16,103.132,0.0,0.16,0.0,0.0
DZA,2001,,6.513,310.61,197.322,0.203,0.0,0.203,106.775,0.0,0.203,0.0,0.0
DZA,2002,,8.548,321.784,194.839,0.166,0.0,0.166,118.397,0.0,0.166,0.0,0.0
DZA,2003,,7.048,336.154,205.932,0.769,0.0,0.769,123.174,0.0,0.769,0.0,0.0
DZA,2004,,8.408,349.055,211.899,0.723,0.0,0.723,128.747,0.0,0.723,0.0,0.0
DZA,2005,,6.908,364.681,223.56,1.59,0.0,1.59,134.213,0.0,1.59,0.0,0.0
DZA,2006,,10.258,378.601,228.497,0.619,0.0,0.619,139.846,0.0,0.619,0.0,0.0
DZA,2007,,8.804,399.001,233.807,0.639,0.0,0.639,156.39,0.0,0.639,0.0,0.0
DZA,2008,,8.804,422.762,244.042,0.795,0.0,0.795,169.916,0.0,0.795,0.0,0.0
DZA,2009,,5.652,447.904,262.118,0.955,0.0,0.955,180.134,0.0,0.955,0.0,0.0
DZA,2010,,3.605,438.489,253.272,0.48,0.0,0.505,181.612,0.0,0.505,0.025,0.0
DZA,2011,,3.198,463.396,267.97,1.043,0.0,1.093,192.228,0.0,1.093,0.05,0.0
DZA,2012,,3.396,506.532,298.741,1.067,0.0,1.14,204.395,0.0,1.14,0.073,0.0
DZA,2013,,1.838,536.629,321.215,0.27,0.0,0.348,213.576,0.0,0.348,0.078,0.0
DZA,2014,,2.082,584.925,360.918,0.523,0.0,0.688,221.925,0.0,0.688,0.163,0.003
DZA,2015,,1.547,616.92,379.225,0.39,0.0,0.598,236.148,0.0,0.598,0.156,0.051
DZA,2016,,0.57,616.096,385.962,0.193,0.0,0.9,229.564,0.0,0.9,0.656,0.051
DZA,2017,,2.117,622.254,394.625,0.149,0.0,1.541,225.512,0.0,1.541,1.341,0.051
DZA,2018,,5.815,669.43,434.087,0.31,0.0,1.931,229.528,0.0,1.931,1.595,0.026
DZA,2019,,4.803,692.837,450.546,0.401,0.0,2.048,237.487,0.0,2.048,1.621,0.026
DZA,2020,,4.816,652.464,436.013,0.13,0.0,1.949,211.635,0.0,1.949,1.799,0.02
DZA,2021,,4.803,682.795,458.15,0.024,,1.789,219.842,0.0,1.789,1.737,0.027
ASM,1980,,,,,,,,,,,,
ASM,1981,,,,,,,,,,,,
ASM,1982,,,,,,,,,,,,
ASM,1983,,,,,,,,,,,,
ASM,1984,,,,,,,,,,,,
ASM,1985,,,,,,,,,,,,
ASM,1986,,,,,,,,,,,,
ASM,1987,,,,,,,,,,,,
ASM,1988,,,,,,,,,,,,
ASM,1989,,,,,,,,,,,,
ASM,1990,,,,,,,,,,,,
ASM,1991,,,,,,,,,,,,
ASM,1992,,,,,,,,,,,,
ASM,1993,,,,,,,,,,,,
ASM,1994,,,,,,,,,,,,
ASM,1995,,,,,,,,,,,,
ASM,1996,,,,,,,,,,,,
ASM,1997,,,,,,,,,,,,
ASM,1998,,,,,,,,,,,,
ASM,1999,,,,,,,,,,,,
ASM,2000,,,,,,,,,,,,
ASM,2001,,,,,,,,,,,,
ASM,2002,,,,,,,,,,,,
ASM,2003,,,,,,,,,,,,
ASM,2004,,,,,,,,,,,,
ASM,2005,,,,,,,,,,,,
ASM,2006,,,,,,,,,,,,
ASM,2007,,,,,,,,,,,,
ASM,2008,,,,,,,,,,,,
ASM,2009,,,,,,,,,,,,
ASM,2010,,,,,,,,,,,,
ASM,2011,,,,,,,,,,,,
ASM,2012,,,,,,,,,,,,
ASM,2013,,,,,,,,,,,,
ASM,2014,,,,,,,,,,,,
ASM,2015,,,,,,,,,,,,
ASM,2016,,,,,,,,,,,,
ASM,2017,,,,,,,,,,,,
ASM,2018,,,,,,,,,,,,
ASM,2019,,,,,,,,,,,,
ASM,2020,,,,,,,,,,,,
AGO,1900,,,,,,,,,,,,
AGO,1901,,,,,,,,,,,,
AGO,1902,,,,,,,,,,,,
AGO,1903,,,,,,,,,,,,
AGO,1904,,,,,,,,,,,,
AGO,1905,,,,,,,,,,,,
AGO,1906,,,,,,,,,,,,
AGO,1907,,,,,,,,,,,,
AGO,1908,,,,,,,,,,,,
AGO,1909,,,,,,,,,,,,
AGO,1910,,,,,,,,,,,,
AGO,1911,,,,,,,,,,,,
AGO,1912,,,,,,,,,,,,
AGO,1913,,,,,,,,,,,,
AGO,1914,,,,,,,,,,,,
AGO,1915,,,,,,,,,,,,
AGO,1916,,,,,,,,,,,,
AGO,1917,,,,,,,,,,,,
AGO,1918,,,,,,,,,,,,
AGO,1919,,,,,,,,,,,,
AGO,1920,,,,,,,,,,,,
AGO,1921,,,,,,,,,,,,
AGO,1922,,,,,,,,,,,,
AGO,1923,,,,,,,,,,,,
AGO,1924,,,,,,,,,,,,
AGO,1925,,,,,,,,,,,,
AGO,1926,,,,,,,,,,,,
AGO,1927,,,,,,,,,,,,
AGO,1928,,,,,,,,,,,,
AGO,1929,,,,,,,,,,,,
AGO,1930,,,,,,,,,,,,
AGO,1931,,,,,,,,,,,,
AGO,1932,,,,,,,,,,,,
AGO,1933,,,,,,,,,,,,
AGO,1934,,,,,,,,,,,,
AGO,1935,,,,,,,,,,,,
AGO,1936,,,,,,,,,,,,
AGO,1937,,,,,,,,,,,,
AGO,1938,,,,,,,,,,,,
AGO,1939,,,,,,,,,,,,
AGO,1940,,,,,,,,,,,,
AGO,1941,,,,,,,,,,,,
AGO,1942,,,,,,,,,,,,
AGO,1943,,,,,,,,,,,,
AGO,1944,,,,,,,,,,,,
AGO,1945,,,,,,,,,,,,
AGO,1946,,,,,,,,,,,,
AGO,1947,,,,,,,,,,,,
AGO,1948,,,,,,,,,,,,
AGO,1949,,,,,,,,,,,,
AGO,1950,,,,,,,,,,,,
AGO,1951,,,,,,,,,,,,
AGO,1952,,,,,,,,,,,,
AGO,1953,,,,,,,,,,,,
AGO,1954,,,,,,,,,,,,
AGO,1955,,,,,,,,,,,,
AGO,1956,,,,,,,,,,,,
AGO,1957,,,,,,,,,,,,
AGO,1958,,,,,,,,,,,,
AGO,1959,,,,,,,,,,,,
AGO,1960,,,,,,,,,,,,
AGO,1961,,,,,,,,,,,,
AGO,1962,,,,,,,,,,,,
AGO,1963,,,,,,,,,,,,
AGO,1964,,,,,,,,,,,,
AGO,1965,,,,,,,,,,,,
AGO,1966,,,,,,,,,,,,
AGO,1967,,,,,,,,,,,,
AGO,1968,,,,,,,,,,,,
AGO,1969,,,,,,,,,,,,
AGO,1970,,,,,,,,,,,,
AGO,1971,,,,,,,,,,,,
AGO,1972,,,,,,,,,,,,
AGO,1973,,,,,,,,,,,,
AGO,1974,,,,,,,,,,,,
AGO,1975,,,,,,,,,,,,
AGO,1976,,,,,,,,,,,,
AGO,1977,,,,,,,,,,,,
AGO,1978,,,,,,,,,,,,
AGO,1979,,,,,,,,,,,,
AGO,1980,,,,,,,,,,,,
AGO,1981,,,,,,,,,,,,
AGO,1982,,,,,,,,,,,,
AGO,1983,,,,,,,,,,,,
AGO,1984,,,,,,,,,,,,
AGO,1985,,,,,,,,,,,,
AGO,1986,,,,,,,,,,,,
AGO,1987,,,,,,,,,,,,
AGO,1988,,,,,,,,,,,,
AGO,1989,,,,,,,,,,,,
AGO,1990,,,,,,,,,,,,
AGO,1991,,,,,,,,,,,,
AGO,1992,,,,,,,,,,,,
AGO,1993,,,,,,,,,,,,
AGO,1994,,,,,,,,,,,,
AGO,1995,,,,,,,,,,,,
AGO,1996,,,,,,,,,,,,
AGO,1997,,,,,,,,,,,,
AGO,1998,,,,,,,,,,,,
AGO,1999,,,,,,,,,,,,
AGO,2000,,,,,,,,,,,,
AGO,2001,,,,,,,,,,,,
AGO,2002,,,,,,,,,,,,
AGO,2003,,,,,,,,,,,,
AGO,2004,,,,,,,,,,,,
AGO,2005,,,,,,,,,,,,
AGO,2006,,,,,,,,,,,,
AGO,2007,,,,,,,,,,,,
AGO,2008,,,,,,,,,,,,
AGO,2009,,,,,,,,,,,,
AGO,2010,,,,,,,,,,,,
AGO,2011,,,,,,,,,,,,
AGO,2012,,,,,,,,,,,,
AGO,2013,,,,,,,,,,,,
AGO,2014,,,,,,,,,,,,
AGO,2015,,,,,,,,,,,,
AGO,2016,,,,,,,,,,,,
AGO,2017,,,,,,,,,,,,
AGO,2018,,,,,,,,,,,,
AGO,2019,,,,,,,,,,,,
AGO,2020,,,,,,,,,,,,
AGO,2021,,,,,,,,,,,,
ATA,1980,,,,,,,,,,,,
ATA,1981,,,,,,,,,,,,
ATA,1982,,,,,,,,,,,,
ATA,1983,,,,,,,,,,,,
ATA,1984,,,,,,,,,,,,
ATA,1985,,,,,,,,,,,,
ATA,1986,,,,,,,,,,,,
ATA,1987,,,,,,,,,,,,
ATA,1988,,,,,,,,,,,,
ATA,1989,,,,,,,,,,,,
ATA,1990,,,,,,,,,,,,
ATA,1991,,,,,,,,,,,,
ATA,1992,,,,,,,,,,,,
ATA,1993,,,,,,,,,,,,
ATA,1994,,,,,,,,,,,,
ATA,1995,,,,,,,,,,,,
ATA,1996,,,,,,,,,,,,
ATA,1997,,,,,,,,,,,,
ATA,1998,,,,,,,,,,,,
ATA,1999,,,,,,,,,,,,
ATA,2000,,,,,,,,,,,,
ATA,2001,,,,,,,,,,,,
ATA,2002,,,,,,,,,,,,
ATA,2003,,,,,,,,,,,,
ATA,2004,,,,,,,,,,,,
ATA,2005,,,,,,,,,,,,
ATA,2006,,,,,,,,,,,,
ATA,2007,,,,,,,,,,,,
ATA,2008,,,,,,,,,,,,
ATA,2009,,,,,,,,,,,,
ATA,2010,,,,,,,,,,,,
ATA,2011,,,,,,,,,,,,
ATA,2012,,,,,,,,,,,,
ATA,2013,,,,,,,,,,,,
ATA,2014,,,,,,,,,,,,
ATA,2015,,,,,,,,,,,,
ATA,2016,,,,,,,,,,,,
ATA,2017,,,,,,,,,,,,
ATA,2018,,,,,,,,,,,,
ATA,2019,,,,,,,,,,,,
ATG,1980,,,,,,,,,,,,
ATG,1981,,,,,,,,,,,,
ATG,1982,,,,,,,,,,,,
ATG,1983,,,,,,,,,,,,
ATG,1984,,,,,,,,,,,,
ATG,1985,,,,,,,,,,,,
ATG,1986,,,,,,,,,,,,
ATG,1987,,,,,,,,,,,,
ATG,1988,,,,,,,,,,,,
ATG,1989,,,,,,,,,,,,
ATG,1990,,,,,,,,,,,,
ATG,1991,,,,,,,,,,,,
ATG,1992,,,,,,,,,,,,
ATG,1993,,,,,,,,,,,,
ATG,1994,,,,,,,,,,,,
ATG,1995,,,,,,,,,,,,
ATG,1996,,,,,,,,,,,,
ATG,1997,,,,,,,,,,,,
ATG,1998,,,,,,,,,,,,
ATG,1999,,,,,,,,,,,,
ATG,2000,,,,,,,,,,,,
ATG,2001,,,,,,,,,,,,
ATG,2002,,,,,,,,,,,,
ATG,2003,,,,,,,,,,,,
ATG,2004,,,,,,,,,,,,
ATG,2005,,,,,,,,,,,,
ATG,2006,,,,,,,,,,,,
ATG,2007,,,,,,,,,,,,
ATG,2008,,,,,,,,,,,,
ATG,2009,,,,,,,,,,,,
ATG,2010,,,,,,,,,,,,
ATG,2011,,,,,,,,,,,,
ATG,2012,,,,,,,,,,,,
ATG,2013,,,,,,,,,,,,
ATG,2014,,,,,,,,,,,,
ATG,2015,,,,,,,,,,,,
ATG,2016,,,,,,,,,,,,
ATG,2017,,,,,,,,,,,,
ATG,2018,,,,,,,,,,,,
ATG,2019,,,,,,,,,,,,
ATG,2020,,,,,,,,,,,,
ARG,1900,,,,,,,,,,,,
ARG,1901,,,,,,,,,,,,
ARG,1902,,,,,,,,,,,,
ARG,1903,,,,,,,,,,,,
ARG,1904,,,,,,,,,,,,
ARG,1905,,,,,,,,,,,,
ARG,1906,,,,,,,,,,,,
ARG,1907,,,,,,,,,,,,
ARG,1908,,,,,,,,,,,,
ARG,1909,,,,,,,,,,,,
ARG,1910,,,,,,,,,,,,
ARG,1911,,,,,,,,,,,,
ARG,1912,,,,,,,,,,,,
ARG,1913,,,,,,,,,,,,
ARG,1914,,,,,,,,,,,,
ARG,1915,,,,,,,,,,,,
ARG,1916,,,,,,,,,,,,
ARG,1917,,,,,,,,,,,,
ARG,1918,,,,,,,,,,,,
ARG,1919,,,,,,,,,,,,
ARG,1920,,,,,,,,,,,,
ARG,1921,,,,,,,,,,,,
